%        w           SY11           SY12           SY13           SY21           SY22           SY23           SY31           SY32           SY33
      2827              0        0.34117              0        0.34117              0        0.13523              0        0.13523              0
      2828              0        0.34234              0        0.34234              0        0.13466              0        0.13466              0
      2829              0        0.34006              0        0.34006              0        0.13272              0        0.13272              0
      2830              0        0.33437              0        0.33437              0        0.12941              0        0.12941              0
      2831              0        0.32532              0        0.32532              0        0.12479              0        0.12479              0
      2832              0        0.31301              0        0.31301              0        0.11889              0        0.11889              0
      2833              0        0.29758              0        0.29758              0        0.11178              0        0.11178              0
      2834              0        0.27918              0        0.27918              0        0.10354              0        0.10354              0
      2835              0          0.258              0          0.258              0       0.094246              0       0.094246              0
      2836              0        0.23426              0        0.23426              0       0.084001              0       0.084001              0
      2837              0        0.20821              0        0.20821              0       0.072911              0       0.072911              0
      2838              0         0.1801              0         0.1801              0        0.06109              0        0.06109              0
      2839              0        0.15023              0        0.15023              0       0.048662              0       0.048662              0
      2840              0        0.11891              0        0.11891              0       0.035754              0       0.035754              0
      2841              0       0.086437              0       0.086437              0       0.022501              0       0.022501              0
      2842              0       0.053157              0       0.053157              0      0.0090386              0      0.0090386              0
      2843              0       0.019403              0       0.019403              0      -0.004494              0      -0.004494              0
      2844              0      -0.014486              0      -0.014486              0      -0.017958              0      -0.017958              0
      2845              0      -0.048168              0      -0.048168              0      -0.031214              0      -0.031214              0
      2846              0      -0.081302              0      -0.081302              0      -0.044128              0      -0.044128              0
      2847              0       -0.11356              0       -0.11356              0      -0.056567              0      -0.056567              0
      2848              0       -0.14461              0       -0.14461              0      -0.068403              0      -0.068403              0
      2849              0       -0.17415              0       -0.17415              0      -0.079517              0      -0.079517              0
      2850              0       -0.20188              0       -0.20188              0      -0.089796              0      -0.089796              0
      2851              0       -0.22753              0       -0.22753              0      -0.099135              0      -0.099135              0
      2852              0       -0.25084              0       -0.25084              0       -0.10744              0       -0.10744              0
      2853              0       -0.27158              0       -0.27158              0       -0.11463              0       -0.11463              0
      2854              0       -0.28956              0       -0.28956              0       -0.12063              0       -0.12063              0
      2855              0       -0.30458              0       -0.30458              0       -0.12538              0       -0.12538              0
      2856              0       -0.31652              0       -0.31652              0       -0.12883              0       -0.12883              0
      2857              0       -0.32525              0       -0.32525              0       -0.13096              0       -0.13096              0
      2858              0        -0.3307              0        -0.3307              0       -0.13174              0       -0.13174              0
      2859              0       -0.33281              0       -0.33281              0       -0.13117              0       -0.13117              0
      2860              0       -0.33158              0       -0.33158              0       -0.12926              0       -0.12926              0
      2861              0       -0.32702              0       -0.32702              0       -0.12602              0       -0.12602              0
      2862              0       -0.31919              0       -0.31919              0        -0.1215              0        -0.1215              0
      2863              0       -0.30817              0       -0.30817              0       -0.11575              0       -0.11575              0
      2864              0       -0.29409              0       -0.29409              0       -0.10882              0       -0.10882              0
      2865              0       -0.27709              0       -0.27709              0       -0.10079              0       -0.10079              0
      2866              0       -0.25735              0       -0.25735              0      -0.091748              0      -0.091748              0
      2867              0       -0.23508              0       -0.23508              0      -0.081785              0      -0.081785              0
      2868              0        -0.2105              0        -0.2105              0      -0.071006              0      -0.071006              0
      2869              0       -0.18387              0       -0.18387              0      -0.059525              0      -0.059525              0
      2870              0       -0.15547              0       -0.15547              0      -0.047462              0      -0.047462              0
      2871              0       -0.12558              0       -0.12558              0      -0.034942              0      -0.034942              0
      2872              0      -0.094517              0      -0.094517              0      -0.022094              0      -0.022094              0
      2873              0      -0.062584              0      -0.062584              0     -0.0090515              0     -0.0090515              0
      2874              0       -0.03011              0       -0.03011              0      0.0040504              0      0.0040504              0
      2875              0      0.0025759              0      0.0025759              0       0.017077              0       0.017077              0
      2876              0       0.035145              0       0.035145              0       0.029895              0       0.029895              0
      2877              0       0.067268              0       0.067268              0       0.042373              0       0.042373              0
      2878              0       0.098625              0       0.098625              0       0.054382              0       0.054382              0
      2879              0         0.1289              0         0.1289              0       0.065802              0       0.065802              0
      2880              0         0.1578              0         0.1578              0       0.076516              0       0.076516              0
      2881              0        0.18502              0        0.18502              0       0.086415              0       0.086415              0
      2882              0        0.21031              0        0.21031              0         0.0954              0         0.0954              0
      2883              0        0.23341              0        0.23341              0        0.10338              0        0.10338              0
      2884              0         0.2541              0         0.2541              0        0.11028              0        0.11028              0
      2885              0        0.27217              0        0.27217              0        0.11603              0        0.11603              0
      2886              0        0.28746              0        0.28746              0        0.12056              0        0.12056              0
      2887              0        0.29981              0        0.29981              0        0.12385              0        0.12385              0
      2888              0        0.30912              0        0.30912              0        0.12586              0        0.12586              0
      2889              0         0.3153              0         0.3153              0        0.12657              0        0.12657              0
      2890              0        0.31829              0        0.31829              0        0.12598              0        0.12598              0
      2891              0        0.31808              0        0.31808              0         0.1241              0         0.1241              0
      2892              0        0.31468              0        0.31468              0        0.12094              0        0.12094              0
      2893              0        0.30813              0        0.30813              0        0.11656              0        0.11656              0
      2894              0        0.29851              0        0.29851              0          0.111              0          0.111              0
      2895              0        0.28593              0        0.28593              0        0.10431              0        0.10431              0
      2896              0        0.27053              0        0.27053              0       0.096569              0       0.096569              0
      2897              0        0.25247              0        0.25247              0       0.087865              0       0.087865              0
      2898              0        0.23193              0        0.23193              0       0.078286              0       0.078286              0
      2899              0        0.20915              0        0.20915              0       0.067935              0       0.067935              0
      2900              0        0.18435              0        0.18435              0        0.05692              0        0.05692              0
      2901              0        0.15778              0        0.15778              0       0.045358              0       0.045358              0
      2902              0        0.12974              0        0.12974              0       0.033368              0       0.033368              0
      2903              0        0.10049              0        0.10049              0       0.021077              0       0.021077              0
      2904              0       0.070346              0       0.070346              0      0.0086118              0      0.0086118              0
      2905              0       0.039609              0       0.039609              0     -0.0038986              0     -0.0038986              0
      2906              0      0.0085914              0      0.0085914              0      -0.016325              0      -0.016325              0
      2907              0      -0.022393              0      -0.022393              0       -0.02854              0       -0.02854              0
      2908              0      -0.053034              0      -0.053034              0      -0.040417              0      -0.040417              0
      2909              0      -0.083023              0      -0.083023              0      -0.051837              0      -0.051837              0
      2910              0       -0.11206              0       -0.11206              0      -0.062682              0      -0.062682              0
      2911              0       -0.13986              0       -0.13986              0      -0.072842              0      -0.072842              0
      2912              0       -0.16615              0       -0.16615              0      -0.082216              0      -0.082216              0
      2913              0       -0.19066              0       -0.19066              0       -0.09071              0       -0.09071              0
      2914              0       -0.21316              0       -0.21316              0      -0.098239              0      -0.098239              0
      2915              0       -0.23343              0       -0.23343              0       -0.10473              0       -0.10473              0
      2916              0       -0.25127              0       -0.25127              0       -0.11012              0       -0.11012              0
      2917              0       -0.26652              0       -0.26652              0       -0.11435              0       -0.11435              0
      2918              0       -0.27903              0       -0.27903              0       -0.11739              0       -0.11739              0
      2919              0       -0.28869              0       -0.28869              0       -0.11921              0       -0.11921              0
      2920              0       -0.29541              0       -0.29541              0        -0.1198              0        -0.1198              0
      2921              0       -0.29914              0       -0.29914              0       -0.11915              0       -0.11915              0
      2922              0       -0.29986              0       -0.29986              0       -0.11728              0       -0.11728              0
      2923              0       -0.29756              0       -0.29756              0       -0.11421              0       -0.11421              0
      2924              0       -0.29229              0       -0.29229              0       -0.10997              0       -0.10997              0
      2925              0       -0.28411              0       -0.28411              0       -0.10462              0       -0.10462              0
      2926              0       -0.27312              0       -0.27312              0       -0.09822              0       -0.09822              0
      2927              0       -0.25944              0       -0.25944              0      -0.090831              0      -0.090831              0
      2928              0       -0.24321              0       -0.24321              0      -0.082537              0      -0.082537              0
      2929              0       -0.22463              0       -0.22463              0      -0.073428              0      -0.073428              0
      2930              0       -0.20387              0       -0.20387              0      -0.063602              0      -0.063602              0
      2931              0       -0.18117              0       -0.18117              0      -0.053162              0      -0.053162              0
      2932              0       -0.15676              0       -0.15676              0       -0.04222              0       -0.04222              0
      2933              0       -0.13089              0       -0.13089              0      -0.030891              0      -0.030891              0
      2934              0       -0.10383              0       -0.10383              0      -0.019293              0      -0.019293              0
      2935              0      -0.075862              0      -0.075862              0     -0.0075482              0     -0.0075482              0
      2936              0      -0.047267              0      -0.047267              0      0.0042224              0      0.0042224              0
      2937              0      -0.018337              0      -0.018337              0       0.015897              0       0.015897              0
      2938              0       0.010636              0       0.010636              0       0.027354              0       0.027354              0
      2939              0       0.039358              0       0.039358              0       0.038477              0       0.038477              0
      2940              0       0.067544              0       0.067544              0       0.049153              0       0.049153              0
      2941              0        0.09491              0        0.09491              0       0.059272              0       0.059272              0
      2942              0        0.12119              0        0.12119              0       0.068733              0       0.068733              0
      2943              0        0.14612              0        0.14612              0        0.07744              0        0.07744              0
      2944              0        0.16945              0        0.16945              0       0.085307              0       0.085307              0
      2945              0        0.19097              0        0.19097              0       0.092257              0       0.092257              0
      2946              0        0.21046              0        0.21046              0       0.098221              0       0.098221              0
      2947              0        0.22775              0        0.22775              0        0.10314              0        0.10314              0
      2948              0        0.24265              0        0.24265              0        0.10698              0        0.10698              0
      2949              0        0.25505              0        0.25505              0        0.10969              0        0.10969              0
      2950              0        0.26483              0        0.26483              0        0.11125              0        0.11125              0
      2951              0         0.2719              0         0.2719              0        0.11166              0        0.11166              0
      2952              0         0.2762              0         0.2762              0        0.11091              0        0.11091              0
      2953              0        0.27772              0        0.27772              0        0.10903              0        0.10903              0
      2954              0        0.27645              0        0.27645              0        0.10602              0        0.10602              0
      2955              0        0.27241              0        0.27241              0        0.10194              0        0.10194              0
      2956              0        0.26567              0        0.26567              0       0.096824              0       0.096824              0
      2957              0        0.25631              0        0.25631              0       0.090734              0       0.090734              0
      2958              0        0.24443              0        0.24443              0        0.08374              0        0.08374              0
      2959              0        0.23018              0        0.23018              0       0.075916              0       0.075916              0
      2960              0         0.2137              0         0.2137              0        0.06735              0        0.06735              0
      2961              0        0.19518              0        0.19518              0       0.058134              0       0.058134              0
      2962              0        0.17481              0        0.17481              0       0.048367              0       0.048367              0
      2963              0        0.15282              0        0.15282              0       0.038152              0       0.038152              0
      2964              0        0.12942              0        0.12942              0       0.027599              0       0.027599              0
      2965              0        0.10487              0        0.10487              0       0.016819              0       0.016819              0
      2966              0       0.079425              0       0.079425              0      0.0059246              0      0.0059246              0
      2967              0       0.053336              0       0.053336              0     -0.0049699              0     -0.0049699              0
      2968              0       0.026873              0       0.026873              0      -0.015752              0      -0.015752              0
      2969              0     0.00030544              0     0.00030544              0      -0.026309              0      -0.026309              0
      2970              0        -0.0261              0        -0.0261              0      -0.036534              0      -0.036534              0
      2971              0      -0.052077              0      -0.052077              0      -0.046322              0      -0.046322              0
      2972              0       -0.07737              0       -0.07737              0      -0.055573              0      -0.055573              0
      2973              0       -0.10173              0       -0.10173              0      -0.064195              0      -0.064195              0
      2974              0       -0.12491              0       -0.12491              0      -0.072101              0      -0.072101              0
      2975              0       -0.14669              0       -0.14669              0      -0.079214              0      -0.079214              0
      2976              0       -0.16687              0       -0.16687              0      -0.085463              0      -0.085463              0
      2977              0       -0.18524              0       -0.18524              0       -0.09079              0       -0.09079              0
      2978              0       -0.20164              0       -0.20164              0      -0.095143              0      -0.095143              0
      2979              0       -0.21592              0       -0.21592              0      -0.098484              0      -0.098484              0
      2980              0       -0.22794              0       -0.22794              0       -0.10078              0       -0.10078              0
      2981              0        -0.2376              0        -0.2376              0       -0.10202              0       -0.10202              0
      2982              0       -0.24482              0       -0.24482              0        -0.1022              0        -0.1022              0
      2983              0       -0.24954              0       -0.24954              0       -0.10131              0       -0.10131              0
      2984              0       -0.25174              0       -0.25174              0      -0.099378              0      -0.099378              0
      2985              0        -0.2514              0        -0.2514              0      -0.096428              0      -0.096428              0
      2986              0       -0.24856              0       -0.24856              0      -0.092495              0      -0.092495              0
      2987              0       -0.24326              0       -0.24326              0      -0.087628              0      -0.087628              0
      2988              0       -0.23556              0       -0.23556              0      -0.081883              0      -0.081883              0
      2989              0       -0.22557              0       -0.22557              0      -0.075325              0      -0.075325              0
      2990              0        -0.2134              0        -0.2134              0      -0.068028              0      -0.068028              0
      2991              0       -0.19918              0       -0.19918              0      -0.060073              0      -0.060073              0
      2992              0       -0.18309              0       -0.18309              0      -0.051547              0      -0.051547              0
      2993              0       -0.16528              0       -0.16528              0      -0.042543              0      -0.042543              0
      2994              0       -0.14596              0       -0.14596              0      -0.033158              0      -0.033158              0
      2995              0       -0.12533              0       -0.12533              0      -0.023493              0      -0.023493              0
      2996              0       -0.10361              0       -0.10361              0       -0.01365              0       -0.01365              0
      2997              0      -0.081022              0      -0.081022              0     -0.0037334              0     -0.0037334              0
      2998              0      -0.057801              0      -0.057801              0      0.0061525              0      0.0061525              0
      2999              0      -0.034185              0      -0.034185              0       0.015905              0       0.015905              0
      3000              0      -0.010415              0      -0.010415              0       0.025422              0       0.025422              0
      3001              0       0.013269              0       0.013269              0       0.034606              0       0.034606              0
      3002              0       0.036631              0       0.036631              0       0.043364              0       0.043364              0
      3003              0       0.059437              0       0.059437              0       0.051606              0       0.051606              0
      3004              0       0.081464              0       0.081464              0       0.059251              0       0.059251              0
      3005              0         0.1025              0         0.1025              0       0.066221              0       0.066221              0
      3006              0        0.12233              0        0.12233              0       0.072449              0       0.072449              0
      3007              0        0.14078              0        0.14078              0       0.077875              0       0.077875              0
      3008              0        0.15767              0        0.15767              0       0.082447              0       0.082447              0
      3009              0        0.17285              0        0.17285              0       0.086124              0       0.086124              0
      3010              0        0.18617              0        0.18617              0       0.088873              0       0.088873              0
      3011              0        0.19752              0        0.19752              0       0.090674              0       0.090674              0
      3012              0         0.2068              0         0.2068              0       0.091513              0       0.091513              0
      3013              0        0.21394              0        0.21394              0       0.091389              0       0.091389              0
      3014              0        0.21888              0        0.21888              0        0.09031              0        0.09031              0
      3015              0        0.22159              0        0.22159              0       0.088295              0       0.088295              0
      3016              0        0.22208              0        0.22208              0       0.085372              0       0.085372              0
      3017              0        0.22034              0        0.22034              0       0.081579              0       0.081579              0
      3018              0        0.21643              0        0.21643              0       0.076963              0       0.076963              0
      3019              0        0.21039              0        0.21039              0       0.071577              0       0.071577              0
      3020              0        0.20232              0        0.20232              0       0.065486              0       0.065486              0
      3021              0         0.1923              0         0.1923              0       0.058757              0       0.058757              0
      3022              0        0.18047              0        0.18047              0       0.051469              0       0.051469              0
      3023              0        0.16694              0        0.16694              0         0.0437              0         0.0437              0
      3024              0        0.15189              0        0.15189              0       0.035538              0       0.035538              0
      3025              0        0.13547              0        0.13547              0       0.027072              0       0.027072              0
      3026              0        0.11786              0        0.11786              0       0.018393              0       0.018393              0
      3027              0       0.099243              0       0.099243              0      0.0095941              0      0.0095941              0
      3028              0       0.079826              0       0.079826              0     0.00077018              0     0.00077018              0
      3029              0       0.059808              0       0.059808              0     -0.0079858              0     -0.0079858              0
      3030              0       0.039396              0       0.039396              0      -0.016582              0      -0.016582              0
      3031              0       0.018799              0       0.018799              0      -0.024928              0      -0.024928              0
      3032              0     -0.0017748              0     -0.0017748              0      -0.032939              0      -0.032939              0
      3033              0      -0.022119              0      -0.022119              0      -0.040532              0      -0.040532              0
      3034              0      -0.042032              0      -0.042032              0       -0.04763              0       -0.04763              0
      3035              0      -0.061317              0      -0.061317              0      -0.054162              0      -0.054162              0
      3036              0       -0.07979              0       -0.07979              0      -0.060064              0      -0.060064              0
      3037              0      -0.097271              0      -0.097271              0      -0.065279              0      -0.065279              0
      3038              0        -0.1136              0        -0.1136              0      -0.069757              0      -0.069757              0
      3039              0       -0.12862              0       -0.12862              0      -0.073457              0      -0.073457              0
      3040              0       -0.14219              0       -0.14219              0      -0.076347              0      -0.076347              0
      3041              0        -0.1542              0        -0.1542              0      -0.078403              0      -0.078403              0
      3042              0       -0.16455              0       -0.16455              0       -0.07961              0       -0.07961              0
      3043              0       -0.17314              0       -0.17314              0      -0.079963              0      -0.079963              0
      3044              0       -0.17992              0       -0.17992              0      -0.079466              0      -0.079466              0
      3045              0       -0.18483              0       -0.18483              0      -0.078132              0      -0.078132              0
      3046              0       -0.18784              0       -0.18784              0      -0.075983              0      -0.075983              0
      3047              0       -0.18895              0       -0.18895              0      -0.073049              0      -0.073049              0
      3048              0       -0.18817              0       -0.18817              0      -0.069367              0      -0.069367              0
      3049              0       -0.18553              0       -0.18553              0      -0.064986              0      -0.064986              0
      3050              0       -0.18108              0       -0.18108              0      -0.059957              0      -0.059957              0
      3051              0       -0.17487              0       -0.17487              0       -0.05434              0       -0.05434              0
      3052              0       -0.16701              0       -0.16701              0      -0.048202              0      -0.048202              0
      3053              0       -0.15758              0       -0.15758              0      -0.041611              0      -0.041611              0
      3054              0        -0.1467              0        -0.1467              0      -0.034644              0      -0.034644              0
      3055              0       -0.13449              0       -0.13449              0      -0.027378              0      -0.027378              0
      3056              0       -0.12111              0       -0.12111              0      -0.019895              0      -0.019895              0
      3057              0       -0.10668              0       -0.10668              0      -0.012275              0      -0.012275              0
      3058              0      -0.091378              0      -0.091378              0     -0.0046034              0     -0.0046034              0
      3059              0      -0.075362              0      -0.075362              0      0.0030384              0      0.0030384              0
      3060              0      -0.058803              0      -0.058803              0       0.010568              0       0.010568              0
      3061              0      -0.041873              0      -0.041873              0       0.017906              0       0.017906              0
      3062              0      -0.024747              0      -0.024747              0       0.024976              0       0.024976              0
      3063              0     -0.0076007              0     -0.0076007              0       0.031703              0       0.031703              0
      3064              0       0.009395              0       0.009395              0       0.038019              0       0.038019              0
      3065              0       0.026071              0       0.026071              0        0.04386              0        0.04386              0
      3066              0       0.042265              0       0.042265              0       0.049167              0       0.049167              0
      3067              0       0.057821              0       0.057821              0        0.05389              0        0.05389              0
      3068              0       0.072592              0       0.072592              0       0.057982              0       0.057982              0
      3069              0        0.08644              0        0.08644              0       0.061406              0       0.061406              0
      3070              0        0.09924              0        0.09924              0       0.064132              0       0.064132              0
      3071              0        0.11088              0        0.11088              0       0.066138              0       0.066138              0
      3072              0        0.12125              0        0.12125              0       0.067409              0       0.067409              0
      3073              0        0.13028              0        0.13028              0       0.067939              0       0.067939              0
      3074              0        0.13789              0        0.13789              0       0.067731              0       0.067731              0
      3075              0        0.14403              0        0.14403              0       0.066794              0       0.066794              0
      3076              0        0.14865              0        0.14865              0       0.065146              0       0.065146              0
      3077              0        0.15173              0        0.15173              0       0.062814              0       0.062814              0
      3078              0        0.15327              0        0.15327              0       0.059829              0       0.059829              0
      3079              0        0.15327              0        0.15327              0        0.05623              0        0.05623              0
      3080              0        0.15176              0        0.15176              0       0.052065              0       0.052065              0
      3081              0        0.14877              0        0.14877              0       0.047385              0       0.047385              0
      3082              0        0.14436              0        0.14436              0       0.042245              0       0.042245              0
      3083              0         0.1386              0         0.1386              0       0.036709              0       0.036709              0
      3084              0        0.13156              0        0.13156              0       0.030839              0       0.030839              0
      3085              0        0.12334              0        0.12334              0       0.024705              0       0.024705              0
      3086              0        0.11403              0        0.11403              0       0.018377              0       0.018377              0
      3087              0        0.10375              0        0.10375              0       0.011925              0       0.011925              0
      3088              0       0.092621              0       0.092621              0      0.0054235              0      0.0054235              0
      3089              0       0.080762              0       0.080762              0     -0.0010573              0     -0.0010573              0
      3090              0       0.068306              0       0.068306              0     -0.0074456              0     -0.0074456              0
      3091              0       0.055389              0       0.055389              0      -0.013672              0      -0.013672              0
      3092              0       0.042148              0       0.042148              0      -0.019671              0      -0.019671              0
      3093              0        0.02872              0        0.02872              0      -0.025377              0      -0.025377              0
      3094              0       0.015244              0       0.015244              0      -0.030733              0      -0.030733              0
      3095              0       0.001855              0       0.001855              0      -0.035681              0      -0.035681              0
      3096              0      -0.011315              0      -0.011315              0      -0.040173              0      -0.040173              0
      3097              0      -0.024139              0      -0.024139              0      -0.044165              0      -0.044165              0
      3098              0      -0.036494              0      -0.036494              0      -0.047617              0      -0.047617              0
      3099              0      -0.048266              0      -0.048266              0      -0.050498              0      -0.050498              0
      3100              0      -0.059348              0      -0.059348              0      -0.052782              0      -0.052782              0
      3101              0      -0.069644              0      -0.069644              0      -0.054453              0      -0.054453              0
      3102              0      -0.079065              0      -0.079065              0      -0.055497              0      -0.055497              0
      3103              0      -0.087534              0      -0.087534              0      -0.055912              0      -0.055912              0
      3104              0      -0.094987              0      -0.094987              0      -0.055701              0      -0.055701              0
      3105              0       -0.10137              0       -0.10137              0      -0.054873              0      -0.054873              0
      3106              0       -0.10664              0       -0.10664              0      -0.053445              0      -0.053445              0
      3107              0       -0.11076              0       -0.11076              0      -0.051441              0      -0.051441              0
      3108              0       -0.11373              0       -0.11373              0       -0.04889              0       -0.04889              0
      3109              0       -0.11553              0       -0.11553              0      -0.045829              0      -0.045829              0
      3110              0       -0.11618              0       -0.11618              0      -0.042297              0      -0.042297              0
      3111              0       -0.11568              0       -0.11568              0      -0.038341              0      -0.038341              0
      3112              0       -0.11407              0       -0.11407              0       -0.03401              0       -0.03401              0
      3113              0        -0.1114              0        -0.1114              0      -0.029359              0      -0.029359              0
      3114              0       -0.10771              0       -0.10771              0      -0.024444              0      -0.024444              0
      3115              0       -0.10306              0       -0.10306              0      -0.019325              0      -0.019325              0
      3116              0      -0.097515              0      -0.097515              0      -0.014061              0      -0.014061              0
      3117              0       -0.09116              0       -0.09116              0      -0.008716              0      -0.008716              0
      3118              0      -0.084074              0      -0.084074              0     -0.0033503              0     -0.0033503              0
      3119              0      -0.076344              0      -0.076344              0      0.0019739              0      0.0019739              0
      3120              0      -0.068062              0      -0.068062              0      0.0071963              0      0.0071963              0
      3121              0      -0.059326              0      -0.059326              0       0.012258              0       0.012258              0
      3122              0      -0.050233              0      -0.050233              0       0.017104              0       0.017104              0
      3123              0      -0.040882              0      -0.040882              0       0.021681              0       0.021681              0
      3124              0      -0.031373              0      -0.031373              0       0.025939              0       0.025939              0
      3125              0      -0.021805              0      -0.021805              0       0.029834              0       0.029834              0
      3126              0      -0.012273              0      -0.012273              0       0.033326              0       0.033326              0
      3127              0     -0.0028716              0     -0.0028716              0       0.036378              0       0.036378              0
      3128              0      0.0063097              0      0.0063097              0       0.038963              0       0.038963              0
      3129              0       0.015186              0       0.015186              0       0.041055              0       0.041055              0
      3130              0       0.023679              0       0.023679              0       0.042637              0       0.042637              0
      3131              0       0.031714              0       0.031714              0       0.043698              0       0.043698              0
      3132              0       0.039226              0       0.039226              0       0.044231              0       0.044231              0
      3133              0       0.046156              0       0.046156              0       0.044238              0       0.044238              0
      3134              0       0.052453              0       0.052453              0       0.043725              0       0.043725              0
      3135              0       0.058074              0       0.058074              0       0.042706              0       0.042706              0
