%        w            U11            U12            U13            U21            U22            U23            U31            U32            U33
      3481    -6.5932e-11             -0    -2.8906e-10             -0     5.9115e-10              0    -4.6187e-11             -0      6.101e-10
      3482    -7.2242e-11             -0    -2.8708e-10             -0     6.0626e-10              0     -3.842e-11             -0     6.0368e-10
      3483    -7.8192e-11             -0    -2.8244e-10             -0     6.1531e-10              0    -3.0798e-11             -0     5.9109e-10
      3484    -8.3742e-11             -0    -2.7518e-10             -0     6.1819e-10              0    -2.3387e-11             -0     5.7247e-10
      3485     -8.886e-11             -0    -2.6539e-10             -0     6.1483e-10              0    -1.6249e-11             -0       5.48e-10
      3486    -9.3515e-11             -0    -2.5313e-10             -0     6.0524e-10              0    -9.4392e-12             -0     5.1792e-10
      3487     -9.768e-11             -0    -2.3854e-10             -0     5.8949e-10              0    -3.0054e-12             -0     4.8252e-10
      3488    -1.0133e-10             -0    -2.2174e-10             -0     5.6772e-10              0     3.0104e-12              0     4.4217e-10
      3489    -1.0446e-10             -0     -2.029e-10             -0     5.4011e-10              0     8.5733e-12              0     3.9727e-10
      3490    -1.0705e-10             -0    -1.8219e-10             -0     5.0692e-10              0     1.3656e-11              0     3.4826e-10
      3491    -1.0909e-10             -0    -1.5982e-10             -0     4.6847e-10              0     1.8237e-11              0     2.9566e-10
      3492    -1.1057e-10             -0      -1.36e-10             -0     4.2512e-10              0     2.2305e-11              0     2.3997e-10
      3493     -1.115e-10             -0    -1.1097e-10             -0     3.7729e-10              0     2.5852e-11              0     1.8178e-10
      3494    -1.1189e-10             -0    -8.4951e-11             -0     3.2545e-10              0     2.8879e-11              0     1.2167e-10
      3495    -1.1174e-10             -0    -5.8209e-11             -0      2.701e-10              0     3.1393e-11              0     6.0238e-11
      3496    -1.1107e-10             -0    -3.0998e-11             -0     2.1179e-10              0     3.3407e-11              0    -1.8802e-12
      3497    -1.0988e-10             -0    -3.5822e-12             -0      1.511e-10              0     3.4941e-11              0    -6.4058e-11
      3498    -1.0821e-10             -0     2.3774e-11             -0     8.8644e-11              0     3.6017e-11              0    -1.2566e-10
      3499    -1.0608e-10             -0     5.0807e-11             -0     2.5037e-11              0     3.6665e-11              0    -1.8607e-10
      3500     -1.035e-10              0     7.7256e-11              0    -3.9077e-11              0     3.6917e-11              0    -2.4466e-10
      3501    -1.0051e-10              0     1.0286e-10              0    -1.0305e-10              0     3.6809e-11              0    -3.0084e-10
      3502    -9.7144e-11              0     1.2739e-10              0    -1.6624e-10              0      3.638e-11              0    -3.5404e-10
      3503    -9.3423e-11              0     1.5059e-10              0    -2.2799e-10              0      3.567e-11              0     -4.037e-10
      3504    -8.9384e-11              0     1.7225e-10              0    -2.8767e-10              0     3.4722e-11              0    -4.4933e-10
      3505     -8.506e-11              0     1.9215e-10              0    -3.4468e-10              0     3.3578e-11              0    -4.9046e-10
      3506    -8.0484e-11              0     2.1012e-10              0    -3.9843e-10              0     3.2282e-11              0    -5.2665e-10
      3507    -7.5691e-11              0     2.2598e-10              0    -4.4835e-10              0     3.0874e-11              0    -5.5755e-10
      3508    -7.0713e-11              0     2.3958e-10              0    -4.9393e-10              0     2.9396e-11              0    -5.8283e-10
      3509    -6.5584e-11              0      2.508e-10              0    -5.3469e-10              0     2.7887e-11              0    -6.0222e-10
      3510    -6.0335e-11              0     2.5953e-10              0     -5.702e-10              0     2.6384e-11              0    -6.1553e-10
      3511    -5.4996e-11              0      2.657e-10              0    -6.0007e-10              0     2.4919e-11              0    -6.2261e-10
      3512    -4.9597e-11              0     2.6926e-10              0    -6.2399e-10              0     2.3523e-11              0    -6.2339e-10
      3513    -4.4165e-11              0     2.7017e-10              0     -6.417e-10              0     2.2223e-11              0    -6.1784e-10
      3514    -3.8724e-11              0     2.6845e-10              0    -6.5299e-10              0     2.1041e-11              0    -6.0603e-10
      3515    -3.3299e-11              0     2.6412e-10              0    -6.5772e-10              0     1.9994e-11              0    -5.8805e-10
      3516    -2.7911e-11              0     2.5723e-10              0    -6.5582e-10              0     1.9096e-11              0     -5.641e-10
      3517    -2.2577e-11              0     2.4786e-10              0    -6.4729e-10              0     1.8356e-11              0     -5.344e-10
      3518    -1.7315e-11              0     2.3612e-10              0     -6.322e-10              0     1.7779e-11              0    -4.9925e-10
      3519    -1.2139e-11              0     2.2212e-10              0    -6.1066e-10              0     1.7364e-11              0      -4.59e-10
      3520    -7.0594e-12              0     2.0603e-10              0    -5.8289e-10              0     1.7106e-11              0    -4.1406e-10
      3521    -2.0869e-12              0       1.88e-10              0    -5.4914e-10              0     1.6996e-11              0    -3.6487e-10
      3522     2.7715e-12              0     1.6823e-10              0    -5.0973e-10              0     1.7021e-11              0    -3.1192e-10
      3523     7.5105e-12              0     1.4693e-10              0    -4.6505e-10              0     1.7163e-11              0    -2.5576e-10
      3524     1.2126e-11              0     1.2431e-10              0    -4.1552e-10              0     1.7404e-11              0    -1.9694e-10
      3525     1.6618e-11              0      1.006e-10              0    -3.6164e-10              0     1.7718e-11              0    -1.3606e-10
      3526     2.0983e-11              0     7.6047e-11              0    -3.0393e-10              0     1.8081e-11              0    -7.3732e-11
      3527     2.5225e-11              0     5.0905e-11              0    -2.4297e-10              0     1.8465e-11              0    -1.0585e-11
      3528     2.9344e-11              0     2.5426e-11              0    -1.7937e-10              0     1.8841e-11              0     5.2741e-11
      3529     3.3343e-11              0     -1.301e-13              0    -1.1377e-10              0     1.9178e-11              0     1.1561e-10
      3530     3.7225e-11              0    -2.5507e-11              0    -4.6811e-11              0     1.9446e-11              0     1.7738e-10
      3531     4.0994e-11              0    -5.0448e-11              0      2.082e-11              0     1.9616e-11              0     2.3743e-10
      3532     4.4652e-11              0    -7.4704e-11              0     8.8442e-11              0     1.9657e-11              0     2.9515e-10
      3533     4.8203e-11              0    -9.8032e-11              0     1.5537e-10              0     1.9541e-11              0     3.4996e-10
      3534     5.1649e-11              0     -1.202e-10              0     2.2093e-10              0     1.9244e-11              0      4.013e-10
      3535     5.4992e-11              0    -1.4099e-10              0     2.8444e-10              0      1.874e-11              0     4.4865e-10
      3536     5.8232e-11              0     -1.602e-10              0     3.4526e-10              0      1.801e-11              0     4.9152e-10
      3537     6.1369e-11              0    -1.7764e-10              0     4.0277e-10              0     1.7036e-11              0     5.2949e-10
      3538     6.4402e-11              0    -1.9314e-10              0     4.5637e-10              0     1.5806e-11              0     5.6216e-10
      3539     6.7326e-11              0    -2.0655e-10              0     5.0552e-10              0     1.4308e-11              0     5.8921e-10
      3540     7.0138e-11              0    -2.1774e-10              0     5.4969e-10              0      1.254e-11              0     6.1035e-10
      3541      7.283e-11              0    -2.2662e-10              0     5.8843e-10              0     1.0499e-11              0     6.2537e-10
      3542     7.5396e-11              0     -2.331e-10              0     6.2133e-10              0     8.1919e-12              0     6.3412e-10
      3543     7.7825e-11              0    -2.3713e-10              0     6.4804e-10              0     5.6268e-12              0      6.365e-10
      3544     8.0105e-11              0    -2.3868e-10              0     6.6827e-10              0     2.8183e-12              0     6.3248e-10
      3545     8.2225e-11              0    -2.3775e-10              0     6.8181e-10              0    -2.1439e-13             -0     6.2211e-10
      3546     8.4169e-11              0    -2.3435e-10              0      6.885e-10              0    -3.4476e-12             -0     6.0548e-10
      3547     8.5922e-11              0    -2.2854e-10              0     6.8825e-10              0    -6.8529e-12             -0     5.8277e-10
      3548     8.7467e-11              0    -2.2038e-10              0     6.8104e-10              0    -1.0398e-11             -0     5.5418e-10
      3549     8.8786e-11              0    -2.0998e-10              0     6.6694e-10              0    -1.4046e-11             -0     5.2002e-10
      3550     8.9861e-11              0    -1.9744e-10              0     6.4606e-10              0    -1.7758e-11             -0     4.8062e-10
      3551     9.0673e-11              0    -1.8292e-10              0     6.1861e-10              0     -2.149e-11             -0     4.3638e-10
      3552     9.1203e-11              0    -1.6656e-10              0     5.8484e-10              0    -2.5197e-11             -0     3.8774e-10
      3553     9.1431e-11              0    -1.4856e-10              0     5.4508e-10              0    -2.8832e-11             -0      3.352e-10
      3554     9.1339e-11              0    -1.2909e-10              0     4.9972e-10              0    -3.2345e-11             -0     2.7927e-10
      3555      9.091e-11              0    -1.0838e-10              0     4.4921e-10              0    -3.5689e-11             -0     2.2052e-10
      3556     9.0126e-11              0    -8.6639e-11              0     3.9404e-10              0    -3.8813e-11             -0     1.5954e-10
      3557     8.8972e-11              0      -6.41e-11              0     3.3476e-10              0    -4.1669e-11             -0      9.695e-11
      3558     8.7434e-11              0    -4.1002e-11              0     2.7196e-10              0    -4.4209e-11             -0     3.3371e-11
      3559     8.5501e-11              0    -1.7588e-11              0     2.0628e-10              0    -4.6388e-11             -0    -3.0555e-11
      3560     8.3164e-11              0     5.8979e-12              0     1.3836e-10              0    -4.8162e-11             -0    -9.4186e-11
      3561     8.0417e-11              0      2.921e-11              0     6.8894e-11              0    -4.9493e-11             -0    -1.5688e-10
      3562     7.7255e-11              0     5.2105e-11              0    -1.4182e-12              0    -5.0346e-11             -0    -2.1801e-10
      3563     7.3678e-11              0     7.4347e-11              0    -7.1868e-11              0    -5.0688e-11             -0    -2.7696e-10
      3564      6.969e-11              0     9.5707e-11              0    -1.4174e-10              0    -5.0494e-11             -0    -3.3314e-10
      3565     6.5296e-11              0     1.1596e-10              0    -2.1033e-10              0    -4.9743e-11             -0    -3.8598e-10
      3566     6.0508e-11              0     1.3491e-10              0    -2.7694e-10              0    -4.8422e-11             -0    -4.3495e-10
      3567      5.534e-11              0     1.5236e-10              0    -3.4089e-10              0    -4.6522e-11             -0    -4.7956e-10
      3568     4.9809e-11              0     1.6813e-10              0    -4.0153e-10              0    -4.4041e-11             -0    -5.1937e-10
      3569     4.3938e-11              0     1.8206e-10              0    -4.5823e-10              0    -4.0985e-11             -0    -5.5398e-10
      3570     3.7753e-11              0     1.9403e-10              0    -5.1042e-10              0    -3.7367e-11             -0    -5.8304e-10
      3571     3.1284e-11              0      2.039e-10              0    -5.5755e-10              0    -3.3205e-11             -0    -6.0625e-10
      3572     2.4563e-11              0     2.1158e-10              0    -5.9914e-10              0    -2.8527e-11             -0     -6.234e-10
      3573     1.7628e-11              0     2.1701e-10              0    -6.3476e-10              0    -2.3365e-11             -0     -6.343e-10
      3574     1.0519e-11              0     2.2013e-10              0    -6.6404e-10              0    -1.7759e-11             -0    -6.3886e-10
      3575     3.2799e-12              0     2.2092e-10              0    -6.8667e-10              0    -1.1755e-11             -0    -6.3702e-10
      3576     -4.044e-12              0     2.1939e-10              0     -7.024e-10              0    -5.4071e-12             -0    -6.2882e-10
      3577    -1.1404e-11              0     2.1556e-10              0    -7.1106e-10              0     1.2286e-12              0    -6.1433e-10
      3578     -1.875e-11              0     2.0948e-10              0    -7.1256e-10              0     8.0888e-12              0    -5.9371e-10
      3579    -2.6029e-11              0     2.0122e-10              0    -7.0686e-10              0     1.5106e-11              0    -5.6717e-10
      3580     -3.319e-11              0     1.9087e-10              0    -6.9402e-10              0      2.221e-11              0    -5.3497e-10
      3581    -4.0178e-11              0     1.7856e-10              0    -6.7414e-10              0     2.9327e-11              0    -4.9744e-10
      3582    -4.6939e-11              0     1.6443e-10              0    -6.4742e-10              0      3.638e-11              0    -4.5497e-10
      3583    -5.3421e-11              0     1.4862e-10              0    -6.1412e-10              0     4.3291e-11              0    -4.0798e-10
      3584     -5.957e-11              0     1.3132e-10              0    -5.7456e-10              0     4.9984e-11              0    -3.5694e-10
      3585    -6.5337e-11              0     1.1271e-10              0    -5.2913e-10              0      5.638e-11              0    -3.0238e-10
      3586    -7.0673e-11              0     9.2993e-11              0    -4.7829e-10              0     6.2402e-11              0    -2.4484e-10
      3587     -7.553e-11              0     7.2383e-11              0    -4.2253e-10              0     6.7977e-11              0     -1.849e-10
      3588    -7.9867e-11              0     5.1103e-11              0    -3.6242e-10              0     7.3032e-11              0    -1.2317e-10
      3589    -8.3644e-11              0     2.9379e-11              0    -2.9856e-10              0     7.7501e-11              0     -6.026e-11
      3590    -8.6826e-11              0     7.4445e-12              0    -2.3159e-10              0     8.1321e-11              0     3.1917e-12
      3591    -8.9381e-11              0    -1.4467e-11              0    -1.6218e-10              0     8.4434e-11              0      6.655e-11
      3592    -9.1284e-11              0    -3.6124e-11              0    -9.1027e-11              0      8.679e-11              0     1.2918e-10
      3593    -9.2515e-11              0    -5.7296e-11              0    -1.8855e-11              0     8.8344e-11              0     1.9046e-10
      3594    -9.3058e-11             -0    -7.7761e-11             -0     5.3609e-11              0     8.9061e-11              0     2.4977e-10
      3595    -9.2905e-11             -0    -9.7302e-11             -0     1.2563e-10              0     8.8912e-11              0     3.0652e-10
      3596    -9.2053e-11             -0    -1.1571e-10             -0     1.9649e-10              0     8.7877e-11              0     3.6014e-10
      3597    -9.0505e-11             -0    -1.3281e-10             -0     2.6545e-10              0     8.5946e-11              0     4.1011e-10
      3598    -8.8271e-11             -0     -1.484e-10             -0     3.3183e-10              0     8.3117e-11              0     4.5592e-10
      3599    -8.5369e-11             -0    -1.6234e-10             -0     3.9494e-10              0     7.9399e-11              0     4.9713e-10
      3600     -8.182e-11             -0    -1.7447e-10             -0     4.5415e-10              0      7.481e-11              0     5.3333e-10
      3601    -7.7653e-11             -0    -1.8468e-10             -0     5.0885e-10              0     6.9376e-11              0     5.6416e-10
      3602    -7.2905e-11             -0    -1.9286e-10             -0     5.5847e-10              0     6.3135e-11              0     5.8931e-10
      3603    -6.7615e-11             -0    -1.9893e-10             -0     6.0252e-10              0     5.6133e-11              0     6.0856e-10
      3604    -6.1832e-11             -0    -2.0283e-10             -0     6.4053e-10              0     4.8424e-11              0     6.2171e-10
      3605    -5.5606e-11             -0    -2.0453e-10             -0     6.7213e-10              0     4.0072e-11              0     6.2865e-10
      3606    -4.8995e-11             -0    -2.0401e-10             -0     6.9697e-10              0     3.1147e-11              0      6.293e-10
      3607    -4.2061e-11             -0    -2.0129e-10             -0     7.1481e-10              0     2.1729e-11              0     6.2369e-10
      3608    -3.4867e-11             -0    -1.9641e-10             -0     7.2545e-10              0     1.1901e-11              0     6.1187e-10
      3609    -2.7483e-11             -0    -1.8942e-10             -0     7.2879e-10              0     1.7557e-12              0     5.9397e-10
      3610     -1.998e-11             -0     -1.804e-10             -0     7.2476e-10              0    -8.6129e-12             -0     5.7019e-10
      3611    -1.2431e-11             -0    -1.6945e-10             -0     7.1342e-10              0    -1.9105e-11             -0     5.4077e-10
      3612    -4.9089e-12             -0    -1.5671e-10             -0     6.9487e-10              0    -2.9619e-11             -0     5.0602e-10
      3613       2.51e-12              0    -1.4231e-10              0     6.6929e-10              0    -4.0049e-11             -0     4.6629e-10
      3614     9.7515e-12              0    -1.2641e-10              0     6.3693e-10              0    -5.0293e-11             -0       4.22e-10
      3615     1.6742e-11              0    -1.0918e-10              0     5.9811e-10              0    -6.0244e-11             -0      3.736e-10
      3616     2.3408e-11              0     -9.082e-11              0     5.5322e-10              0      -6.98e-11             -0     3.2158e-10
      3617     2.9682e-11              0    -7.1526e-11              0     5.0271e-10              0    -7.8861e-11             -0     2.6647e-10
      3618     3.5496e-11              0    -5.1509e-11              0     4.4709e-10              0    -8.7329e-11             -0     2.0883e-10
      3619     4.0787e-11              0    -3.0988e-11              0      3.869e-10              0    -9.5114e-11             -0     1.4924e-10
      3620     4.5498e-11              0    -1.0186e-11              0     3.2277e-10              0    -1.0213e-10             -0     8.8296e-11
      3621     4.9575e-11              0     1.0672e-11              0     2.5533e-10              0    -1.0829e-10             -0     2.6621e-11
      3622      5.297e-11              0     3.1358e-11              0     1.8527e-10              0    -1.1353e-10             -0    -3.5168e-11
      3623     5.5643e-11              0     5.1648e-11              0     1.1329e-10              0    -1.1779e-10             -0    -9.6454e-11
      3624      5.756e-11              0     7.1322e-11              0     4.0114e-11              0    -1.2101e-10             -0    -1.5662e-10
      3625     5.8693e-11              0     9.0167e-11              0    -3.3513e-11              0    -1.2314e-10             -0    -2.1508e-10
      3626     5.9023e-11              0     1.0798e-10              0    -1.0685e-10              0    -1.2416e-10             -0    -2.7123e-10
      3627     5.8539e-11              0     1.2456e-10              0    -1.7915e-10              0    -1.2404e-10             -0    -3.2453e-10
      3628     5.7237e-11              0     1.3974e-10              0    -2.4969e-10              0    -1.2277e-10             -0    -3.7445e-10
      3629     5.5123e-11              0     1.5335e-10              0    -3.1774e-10              0    -1.2035e-10             -0     -4.205e-10
      3630      5.221e-11              0     1.6524e-10              0    -3.8263e-10              0     -1.168e-10             -0    -4.6222e-10
      3631      4.852e-11              0     1.7528e-10              0    -4.4369e-10              0    -1.1213e-10             -0    -4.9922e-10
      3632     4.4082e-11              0     1.8336e-10              0     -5.003e-10              0    -1.0639e-10             -0    -5.3113e-10
      3633     3.8936e-11              0      1.894e-10              0    -5.5189e-10              0    -9.9614e-11             -0    -5.5765e-10
      3634     3.3125e-11              0     1.9332e-10              0    -5.9793e-10              0     -9.187e-11             -0    -5.7853e-10
      3635     2.6705e-11              0     1.9509e-10              0    -6.3796e-10              0    -8.3224e-11             -0    -5.9357e-10
      3636     1.9735e-11              0     1.9467e-10              0    -6.7157e-10              0    -7.3754e-11             -0    -6.0264e-10
      3637     1.2281e-11              0     1.9208e-10              0    -6.9842e-10              0    -6.3548e-11             -0    -6.0568e-10
      3638     4.4173e-12              0     1.8733e-10              0    -7.1823e-10              0    -5.2701e-11             -0    -6.0266e-10
      3639    -3.7791e-12              0     1.8049e-10              0    -7.3079e-10              0    -4.1317e-11             -0    -5.9364e-10
      3640    -1.2225e-11              0     1.7161e-10              0    -7.3599e-10              0    -2.9505e-11             -0    -5.7873e-10
      3641    -2.0835e-11              0     1.6078e-10              0    -7.3377e-10              0     -1.738e-11             -0     -5.581e-10
      3642    -2.9519e-11              0     1.4813e-10              0    -7.2415e-10              0      -5.06e-12             -0    -5.3197e-10
      3643    -3.8185e-11              0     1.3379e-10              0    -7.0721e-10              0     7.3322e-12              0    -5.0062e-10
      3644     -4.674e-11              0      1.179e-10              0    -6.8314e-10              0     1.9674e-11              0    -4.6439e-10
      3645    -5.5091e-11              0     1.0063e-10              0    -6.5217e-10              0     3.1842e-11              0    -4.2366e-10
      3646    -6.3146e-11              0     8.2166e-11              0    -6.1462e-10              0     4.3713e-11              0    -3.7885e-10
      3647    -7.0812e-11              0     6.2702e-11              0    -5.7087e-10              0     5.5168e-11              0    -3.3043e-10
      3648    -7.8001e-11              0     4.2444e-11              0    -5.2135e-10              0     6.6089e-11              0    -2.7889e-10
      3649    -8.4626e-11              0     2.1606e-11              0    -4.6657e-10              0     7.6366e-11              0    -2.2477e-10
      3650    -9.0606e-11              0      4.082e-13              0    -4.0709e-10              0     8.5891e-11              0    -1.6863e-10
      3651    -9.5864e-11              0    -2.0924e-11              0    -3.4349e-10              0     9.4568e-11              0    -1.1103e-10
      3652    -1.0033e-10              0    -4.2163e-11              0    -2.7643e-10              0      1.023e-10              0    -5.2554e-11
      3653    -1.0393e-10              0    -6.3083e-11              0    -2.0659e-10              0     1.0902e-10              0     6.1957e-12
      3654    -1.0662e-10              0    -8.3461e-11              0    -1.3467e-10              0     1.1465e-10              0     6.4631e-11
      3655    -1.0835e-10              0    -1.0308e-10              0    -6.1389e-11              0     1.1912e-10              0     1.2216e-10
      3656    -1.0907e-10             -0    -1.2173e-10             -0     1.2499e-11              0      1.224e-10              0     1.7822e-10
      3657    -1.0874e-10             -0     -1.392e-10             -0      8.625e-11              0     1.2444e-10              0     2.3223e-10
      3658    -1.0736e-10             -0    -1.5532e-10             -0     1.5912e-10              0     1.2523e-10              0     2.8366e-10
      3659     -1.049e-10             -0     -1.699e-10             -0     2.3037e-10              0     1.2475e-10              0     3.3202e-10
      3660    -1.0136e-10             -0    -1.8279e-10             -0     2.9928e-10              0       1.23e-10              0     3.7681e-10
      3661    -9.6752e-11             -0    -1.9385e-10             -0     3.6516e-10              0     1.2001e-10              0      4.176e-10
      3662    -9.1086e-11             -0    -2.0294e-10             -0     4.2733e-10              0     1.1581e-10              0     4.5399e-10
      3663     -8.439e-11             -0    -2.0997e-10             -0     4.8518e-10              0     1.1043e-10              0     4.8564e-10
      3664    -7.6702e-11             -0    -2.1486e-10             -0     5.3812e-10              0     1.0393e-10              0     5.1224e-10
      3665    -6.8067e-11             -0    -2.1755e-10             -0     5.8561e-10              0     9.6391e-11              0     5.3355e-10
      3666    -5.8541e-11             -0      -2.18e-10             -0     6.2717e-10              0     8.7878e-11              0     5.4937e-10
      3667    -4.8189e-11             -0    -2.1619e-10             -0     6.6239e-10              0     7.8486e-11              0     5.5957e-10
      3668    -3.7082e-11             -0    -2.1214e-10             -0     6.9092e-10              0     6.8313e-11              0     5.6406e-10
      3669    -2.5303e-11             -0    -2.0587e-10             -0     7.1246e-10              0     5.7469e-11              0     5.6283e-10
      3670    -1.2938e-11             -0    -1.9745e-10             -0     7.2681e-10              0     4.6069e-11              0      5.559e-10
      3671    -8.2134e-14             -0    -1.8694e-10             -0     7.3381e-10              0     3.4237e-11              0     5.4339e-10
      3672     1.3166e-11              0    -1.7446e-10              0     7.3341e-10              0     2.2098e-11              0     5.2542e-10
      3673     2.6701e-11              0    -1.6011e-10              0     7.2561e-10              0     9.7849e-12              0     5.0222e-10
      3674     4.0416e-11              0    -1.4403e-10              0      7.105e-10              0    -2.5687e-12             -0     4.7404e-10
      3675     5.4198e-11              0    -1.2639e-10              0     6.8822e-10              0    -1.4828e-11             -0     4.4119e-10
      3676     6.7936e-11              0    -1.0735e-10              0     6.5902e-10              0    -2.6859e-11             -0     4.0402e-10
      3677     8.1516e-11              0    -8.7095e-11              0     6.2318e-10              0     -3.853e-11             -0     3.6293e-10
      3678     9.4824e-11              0    -6.5831e-11              0     5.8108e-10              0     -4.971e-11             -0     3.1836e-10
      3679     1.0775e-10              0    -4.3765e-11              0     5.3314e-10              0    -6.0277e-11             -0     2.7077e-10
      3680     1.2018e-10              0    -2.1115e-11              0     4.7986e-10              0    -7.0111e-11             -0     2.2066e-10
      3681     1.3201e-10              0     1.8962e-12              0     4.2177e-10              0    -7.9103e-11             -0     1.6855e-10
      3682     1.4313e-10              0     2.5041e-11              0     3.5946e-10              0     -8.715e-11             -0     1.1498e-10
      3683     1.5345e-10              0      4.809e-11              0     2.9358e-10              0     -9.416e-11             -0      6.051e-11
      3684     1.6289e-10              0     7.0815e-11              0     2.2479e-10              0    -1.0005e-10             -0     5.6938e-12
      3685     1.7134e-10              0     9.2991e-11              0     1.5378e-10              0    -1.0476e-10             -0    -4.8907e-11
      3686     1.7874e-10              0      1.144e-10              0     8.1274e-11              0    -1.0821e-10             -0    -1.0274e-10
      3687     1.8501e-10              0     1.3483e-10              0       8.01e-12              0    -1.1038e-10             -0    -1.5525e-10
      3688      1.901e-10              0     1.5407e-10              0    -6.5273e-11              0    -1.1124e-10             -0    -2.0591e-10
      3689     1.9396e-10              0     1.7195e-10              0    -1.3783e-10              0    -1.1076e-10             -0    -2.5421e-10
      3690     1.9654e-10              0     1.8827e-10              0    -2.0894e-10              0    -1.0894e-10             -0    -2.9967e-10
      3691     1.9782e-10              0     2.0289e-10              0    -2.7787e-10              0    -1.0581e-10             -0    -3.4184e-10
      3692     1.9778e-10              0     2.1565e-10              0    -3.4394e-10              0    -1.0138e-10             -0    -3.8029e-10
      3693      1.964e-10              0     2.2644e-10              0    -4.0647e-10              0    -9.5703e-11             -0    -4.1465e-10
      3694      1.937e-10              0     2.3514e-10              0    -4.6484e-10              0    -8.8834e-11             -0    -4.4459e-10
      3695     1.8968e-10              0     2.4167e-10              0    -5.1846e-10              0    -8.0843e-11             -0    -4.6981e-10
      3696     1.8436e-10              0     2.4598e-10              0     -5.668e-10              0    -7.1811e-11             -0    -4.9008e-10
      3697     1.7779e-10              0     2.4801e-10              0    -6.0936e-10              0    -6.1835e-11             -0    -5.0522e-10
      3698        1.7e-10              0     2.4775e-10              0    -6.4574e-10              0     -5.102e-11             -0    -5.1508e-10
      3699     1.6105e-10              0     2.4521e-10              0    -6.7556e-10              0    -3.9483e-11             -0    -5.1958e-10
      3700       1.51e-10              0     2.4041e-10              0    -6.9854e-10              0    -2.7346e-11             -0    -5.1871e-10
      3701     1.3993e-10              0     2.3341e-10              0    -7.1444e-10              0    -1.4744e-11             -0     -5.125e-10
      3702     1.2791e-10              0     2.2426e-10              0    -7.2311e-10              0    -1.8137e-12             -0    -5.0102e-10
      3703     1.1503e-10              0     2.1307e-10              0    -7.2449e-10              0     1.1302e-11              0    -4.8442e-10
      3704     1.0139e-10              0     1.9995e-10              0    -7.1855e-10              0     2.4457e-11              0    -4.6289e-10
      3705     8.7083e-11              0     1.8502e-10              0    -7.0537e-10              0     3.7504e-11              0    -4.3667e-10
      3706     7.2215e-11              0     1.6844e-10              0    -6.8509e-10              0     5.0295e-11              0    -4.0604e-10
      3707     5.6893e-11              0     1.5037e-10              0    -6.5793e-10              0     6.2684e-11              0    -3.7134e-10
      3708     4.1228e-11              0     1.3098e-10              0    -6.2417e-10              0      7.453e-11              0    -3.3293e-10
      3709     2.5332e-11              0     1.1047e-10              0    -5.8416e-10              0     8.5693e-11              0    -2.9124e-10
      3710     9.3182e-12              0     8.9033e-11              0    -5.3831e-10              0     9.6041e-11              0    -2.4668e-10
      3711    -6.7001e-12              0     6.6882e-11              0    -4.8709e-10              0     1.0545e-10              0    -1.9974e-10
      3712    -2.2611e-11              0      4.423e-11              0    -4.3103e-10              0     1.1381e-10              0    -1.5091e-10
      3713    -3.8305e-11              0     2.1294e-11              0     -3.707e-10              0     1.2101e-10              0    -1.0069e-10
      3714    -5.3675e-11              0    -1.7057e-12              0    -3.0672e-10              0     1.2696e-10              0    -4.9595e-11
      3715    -6.8618e-11              0     -2.455e-11              0    -2.3974e-10              0     1.3158e-10              0     1.8374e-12
      3716    -8.3037e-11              0    -4.7022e-11              0    -1.7044e-10              0      1.348e-10              0     5.3082e-11
      3717    -9.6838e-11              0    -6.8911e-11              0    -9.9522e-11              0     1.3658e-10              0     1.0361e-10
      3718    -1.0994e-10              0    -9.0012e-11              0     -2.771e-11              0     1.3686e-10              0     1.5292e-10
      3719    -1.2225e-10             -0    -1.1013e-10             -0      4.427e-11              0     1.3564e-10              0      2.005e-10
      3720    -1.3371e-10             -0    -1.2908e-10             -0     1.1569e-10              0     1.3291e-10              0     2.4586e-10
      3721    -1.4425e-10             -0     -1.467e-10             -0     1.8583e-10              0     1.2867e-10              0     2.8856e-10
      3722    -1.5382e-10             -0    -1.6282e-10             -0     2.5399e-10              0     1.2296e-10              0     3.2816e-10
      3723    -1.6237e-10             -0     -1.773e-10             -0     3.1947e-10              0     1.1581e-10              0     3.6428e-10
      3724    -1.6986e-10             -0    -1.9003e-10             -0     3.8162e-10              0     1.0729e-10              0     3.9654e-10
      3725    -1.7627e-10             -0    -2.0089e-10             -0     4.3983e-10              0     9.7465e-11              0     4.2464e-10
      3726    -1.8158e-10             -0     -2.098e-10             -0      4.935e-10              0     8.6427e-11              0     4.4829e-10
      3727    -1.8577e-10             -0    -2.1669e-10             -0      5.421e-10              0     7.4276e-11              0     4.6728e-10
      3728    -1.8885e-10             -0    -2.2153e-10             -0     5.8515e-10              0     6.1127e-11              0     4.8142e-10
      3729    -1.9082e-10             -0    -2.2429e-10             -0     6.2223e-10              0     4.7104e-11              0     4.9059e-10
      3730    -1.9171e-10             -0    -2.2496e-10             -0     6.5297e-10              0     3.2344e-11              0      4.947e-10
      3731    -1.9153e-10             -0    -2.2356e-10             -0     6.7707e-10              0     1.6991e-11              0     4.9373e-10
      3732    -1.9033e-10             -0    -2.2013e-10             -0     6.9431e-10              0     1.1965e-12              0      4.877e-10
      3733    -1.8814e-10             -0    -2.1473e-10             -0     7.0451e-10              0    -1.4881e-11             -0      4.767e-10
      3734      -1.85e-10             -0    -2.0745e-10             -0      7.076e-10              0    -3.1079e-11             -0     4.6085e-10
