%        w           SX11           SX12           SX13           SX21           SX22           SX23           SX31           SX32           SX33
      3072       -0.18864              0      -0.022084              0      -0.044035              0      -0.022084              0       0.011649
      3073       -0.17597              0      -0.032616              0      -0.043631              0      -0.032616              0      0.0014127
      3074       -0.16239              0      -0.043048              0      -0.043062              0      -0.043048              0     -0.0090715
      3075       -0.14801              0       -0.05327              0      -0.042326              0       -0.05327              0      -0.019692
      3076       -0.13296              0      -0.063173              0      -0.041425              0      -0.063173              0      -0.030334
      3077       -0.11737              0      -0.072652              0      -0.040359              0      -0.072652              0      -0.040883
      3078       -0.10135              0      -0.081602              0      -0.039127              0      -0.081602              0      -0.051224
      3079      -0.085038              0      -0.089925              0      -0.037734              0      -0.089925              0      -0.061246
      3080      -0.068559              0      -0.097528              0      -0.036181              0      -0.097528              0      -0.070836
      3081      -0.052037              0       -0.10432              0      -0.034471              0       -0.10432              0      -0.079891
      3082      -0.035596              0       -0.11023              0       -0.03261              0       -0.11023              0      -0.088307
      3083      -0.019354              0       -0.11518              0      -0.030601              0       -0.11518              0      -0.095991
      3084     -0.0034251              0       -0.11911              0       -0.02845              0       -0.11911              0       -0.10285
      3085       0.012081              0       -0.12196              0      -0.026163              0       -0.12196              0       -0.10882
      3086       0.027064              0       -0.12369              0      -0.023747              0       -0.12369              0        -0.1138
      3087       0.041429              0       -0.12428              0      -0.021211              0       -0.12428              0       -0.11776
      3088        0.05509              0       -0.12369              0      -0.018561              0       -0.12369              0       -0.12063
      3089        0.06797              0       -0.12193              0      -0.015807              0       -0.12193              0       -0.12237
      3090       0.080002              0       -0.11899              0      -0.012958              0       -0.11899              0       -0.12295
      3091       0.091127              0       -0.11488              0      -0.010024              0       -0.11488              0       -0.12236
      3092         0.1013              0       -0.10963              0     -0.0070161              0       -0.10963              0       -0.12058
      3093        0.11048              0       -0.10328              0     -0.0039442              0       -0.10328              0       -0.11763
      3094        0.11864              0       -0.09588              0    -0.00082009              0       -0.09588              0       -0.11351
      3095        0.12577              0      -0.087482              0      0.0023447              0      -0.087482              0       -0.10826
      3096        0.13186              0      -0.078156              0       0.005538              0      -0.078156              0       -0.10191
      3097        0.13692              0      -0.067981              0      0.0087476              0      -0.067981              0      -0.094522
      3098        0.14095              0      -0.057045              0       0.011961              0      -0.057045              0      -0.086143
      3099        0.14399              0      -0.045442              0       0.015166              0      -0.045442              0      -0.076849
      3100        0.14607              0      -0.033274              0       0.018348              0      -0.033274              0      -0.066718
      3101        0.14723              0       -0.02065              0       0.021497              0       -0.02065              0      -0.055837
      3102        0.14751              0      -0.007683              0       0.024597              0      -0.007683              0        -0.0443
      3103        0.14697              0       0.005509              0       0.027638              0       0.005509              0       -0.03221
      3104        0.14568              0       0.018806              0       0.030606              0       0.018806              0      -0.019672
      3105         0.1437              0       0.032085              0       0.033488              0       0.032085              0      -0.006797
      3106        0.14111              0       0.045225              0       0.036273              0       0.045225              0      0.0063005
      3107        0.13796              0       0.058102              0       0.038949              0       0.058102              0       0.019504
      3108        0.13435              0       0.070597              0       0.041503              0       0.070597              0       0.032697
      3109        0.13036              0       0.082593              0       0.043925              0       0.082593              0       0.045761
      3110        0.12604              0       0.093977              0       0.046204              0       0.093977              0       0.058581
      3111         0.1215              0        0.10464              0       0.048329              0        0.10464              0       0.071042
      3112         0.1168              0        0.11448              0       0.050292              0        0.11448              0       0.083034
      3113        0.11201              0        0.12341              0       0.052082              0        0.12341              0       0.094453
      3114        0.10721              0        0.13134              0       0.053692              0        0.13134              0         0.1052
      3115        0.10246              0        0.13819              0       0.055113              0        0.13819              0        0.11517
      3116       0.097816              0        0.14389              0       0.056339              0        0.14389              0        0.12429
      3117       0.093342              0         0.1484              0       0.057364              0         0.1484              0        0.13248
      3118       0.089084              0        0.15166              0       0.058181              0        0.15166              0        0.13967
      3119       0.085084              0        0.15365              0       0.058787              0        0.15365              0        0.14579
      3120       0.081377              0        0.15433              0       0.059177              0        0.15433              0        0.15081
      3121        0.07799              0        0.15371              0       0.059348              0        0.15371              0        0.15467
      3122       0.074943              0        0.15178              0       0.059298              0        0.15178              0        0.15735
      3123       0.072247              0        0.14856              0       0.059026              0        0.14856              0        0.15884
      3124       0.069907              0        0.14409              0       0.058532              0        0.14409              0        0.15913
      3125       0.067918              0        0.13838              0       0.057816              0        0.13838              0        0.15821
      3126       0.066269              0        0.13151              0       0.056879              0        0.13151              0        0.15611
      3127        0.06494              0        0.12353              0       0.055723              0        0.12353              0        0.15286
      3128       0.063904              0        0.11451              0       0.054353              0        0.11451              0        0.14848
      3129        0.06313              0        0.10454              0       0.052771              0        0.10454              0        0.14303
      3130       0.062578              0       0.093705              0       0.050983              0       0.093705              0        0.13656
      3131       0.062202              0       0.082104              0       0.048995              0       0.082104              0        0.12914
      3132       0.061953              0       0.069844              0       0.046812              0       0.069844              0        0.12083
      3133       0.061778              0       0.057039              0       0.044442              0       0.057039              0        0.11172
      3134       0.061619              0       0.043804              0       0.041894              0       0.043804              0         0.1019
      3135       0.061417              0       0.030262              0       0.039175              0       0.030262              0       0.091445
      3136        0.06111              0       0.016534              0       0.036296              0       0.016534              0       0.080463
      3137       0.060635              0      0.0027479              0       0.033266              0      0.0027479              0        0.06905
      3138       0.059932              0      -0.010973              0       0.030095              0      -0.010973              0       0.057308
      3139       0.058938              0      -0.024503              0       0.026796              0      -0.024503              0       0.045339
      3140       0.057595              0      -0.037722              0        0.02338              0      -0.037722              0       0.033247
      3141       0.055847              0      -0.050509              0        0.01986              0      -0.050509              0       0.021135
      3142       0.053641              0      -0.062752              0       0.016247              0      -0.062752              0      0.0091026
      3143       0.050928              0      -0.074341              0       0.012554              0      -0.074341              0     -0.0027507
      3144       0.047666              0      -0.085174              0      0.0087963              0      -0.085174              0      -0.014331
      3145       0.043818              0      -0.095158              0      0.0049862              0      -0.095158              0      -0.025547
      3146       0.039354              0       -0.10421              0      0.0011378              0       -0.10421              0      -0.036314
      3147       0.034249              0       -0.11224              0     -0.0027348              0       -0.11224              0      -0.046554
      3148       0.028489              0        -0.1192              0     -0.0066174              0        -0.1192              0      -0.056195
      3149       0.022066              0       -0.12503              0      -0.010496              0       -0.12503              0      -0.065172
      3150       0.014981              0       -0.12968              0      -0.014356              0       -0.12968              0      -0.073429
      3151       0.007243              0       -0.13311              0      -0.018183              0       -0.13311              0      -0.080917
      3152     -0.0011298              0       -0.13532              0      -0.021963              0       -0.13532              0      -0.087598
      3153      -0.010111              0       -0.13629              0      -0.025682              0       -0.13629              0      -0.093439
      3154      -0.019664              0       -0.13602              0      -0.029326              0       -0.13602              0      -0.098421
      3155      -0.029746              0       -0.13452              0      -0.032882              0       -0.13452              0       -0.10253
      3156      -0.040305              0       -0.13184              0      -0.036336              0       -0.13184              0       -0.10577
      3157       -0.05128              0         -0.128              0      -0.039674              0         -0.128              0       -0.10813
      3158      -0.062606              0       -0.12305              0      -0.042886              0       -0.12305              0       -0.10964
      3159      -0.074207              0       -0.11705              0      -0.045957              0       -0.11705              0       -0.11032
      3160      -0.086004              0       -0.11008              0      -0.048877              0       -0.11008              0        -0.1102
      3161      -0.097911              0       -0.10221              0      -0.051635              0       -0.10221              0       -0.10932
      3162       -0.10984              0      -0.093528              0      -0.054218              0      -0.093528              0       -0.10772
      3163       -0.12169              0      -0.084132              0      -0.056618              0      -0.084132              0       -0.10545
      3164       -0.13338              0      -0.074122              0      -0.058825              0      -0.074122              0       -0.10257
      3165       -0.14479              0      -0.063604              0      -0.060829              0      -0.063604              0      -0.099145
      3166       -0.15584              0      -0.052689              0      -0.062623              0      -0.052689              0      -0.095235
      3167       -0.16642              0       -0.04149              0        -0.0642              0       -0.04149              0      -0.090911
      3168       -0.17643              0      -0.030123              0      -0.065552              0      -0.030123              0      -0.086242
      3169       -0.18578              0      -0.018705              0      -0.066673              0      -0.018705              0      -0.081299
      3170       -0.19438              0     -0.0073516              0      -0.067559              0     -0.0073516              0      -0.076155
      3171       -0.20213              0      0.0038224              0      -0.068205              0      0.0038224              0       -0.07088
      3172       -0.20896              0       0.014705              0      -0.068607              0       0.014705              0      -0.065545
      3173       -0.21477              0       0.025189              0      -0.068764              0       0.025189              0      -0.060218
      3174       -0.21951              0       0.035171              0      -0.068673              0       0.035171              0      -0.054963
      3175       -0.22311              0       0.044553              0      -0.068333              0       0.044553              0       -0.04984
      3176       -0.22551              0       0.053247              0      -0.067744              0       0.053247              0      -0.044907
      3177       -0.22667              0       0.061169              0      -0.066908              0       0.061169              0      -0.040215
      3178       -0.22654              0       0.068245              0      -0.065826              0       0.068245              0      -0.035809
      3179       -0.22511              0       0.074413              0        -0.0645              0       0.074413              0      -0.031729
      3180       -0.22235              0       0.079616              0      -0.062935              0       0.079616              0      -0.028008
      3181       -0.21826              0       0.083812              0      -0.061135              0       0.083812              0      -0.024672
      3182       -0.21285              0       0.086968              0      -0.059104              0       0.086968              0      -0.021739
      3183       -0.20612              0        0.08906              0       -0.05685              0        0.08906              0      -0.019222
      3184       -0.19811              0        0.09008              0       -0.05438              0        0.09008              0      -0.017124
      3185       -0.18886              0       0.090028              0      -0.051701              0       0.090028              0      -0.015443
      3186        -0.1784              0       0.088916              0      -0.048822              0       0.088916              0      -0.014168
      3187        -0.1668              0       0.086767              0      -0.045752              0       0.086767              0      -0.013282
      3188       -0.15413              0       0.083616              0      -0.042502              0       0.083616              0      -0.012761
      3189       -0.14046              0       0.079508              0      -0.039083              0       0.079508              0      -0.012575
      3190       -0.12588              0       0.074498              0      -0.035507              0       0.074498              0      -0.012688
      3191       -0.11048              0       0.068649              0      -0.031785              0       0.068649              0      -0.013059
      3192      -0.094359              0       0.062035              0      -0.027932              0       0.062035              0      -0.013643
      3193      -0.077623              0       0.054736              0      -0.023959              0       0.054736              0      -0.014389
      3194      -0.060382              0       0.046839              0      -0.019882              0       0.046839              0      -0.015244
      3195      -0.042753              0        0.03844              0      -0.015714              0        0.03844              0      -0.016154
      3196      -0.024852              0       0.029636              0      -0.011472              0       0.029636              0      -0.017061
      3197     -0.0068005              0       0.020531              0     -0.0071695              0       0.020531              0      -0.017906
      3198       0.011281              0        0.01123              0     -0.0028229              0        0.01123              0      -0.018633
      3199       0.029271              0      0.0018412              0       0.001552              0      0.0018412              0      -0.019183
      3200       0.047049              0     -0.0075273              0       0.005939              0     -0.0075273              0        -0.0195
      3201       0.064499              0      -0.016767              0       0.010322              0      -0.016767              0      -0.019533
      3202       0.081504              0      -0.025773              0       0.014684              0      -0.025773              0      -0.019231
      3203       0.097956              0      -0.034441              0        0.01901              0      -0.034441              0      -0.018547
      3204        0.11375              0       -0.04267              0       0.023282              0       -0.04267              0      -0.017441
      3205        0.12878              0      -0.050367              0       0.027485              0      -0.050367              0      -0.015876
      3206        0.14297              0      -0.057441              0       0.031603              0      -0.057441              0      -0.013824
      3207        0.15621              0      -0.063811              0       0.035619              0      -0.063811              0      -0.011259
      3208        0.16845              0      -0.069401              0       0.039519              0      -0.069401              0     -0.0081669
      3209        0.17961              0      -0.074145              0       0.043286              0      -0.074145              0     -0.0045371
      3210        0.18963              0      -0.077986              0       0.046907              0      -0.077986              0    -0.00036825
      3211        0.19847              0      -0.080875              0       0.050367              0      -0.080875              0      0.0043333
      3212        0.20609              0      -0.082776              0       0.053653              0      -0.082776              0      0.0095535
      3213        0.21246              0      -0.083661              0       0.056751              0      -0.083661              0        0.01527
      3214        0.21757              0      -0.083515              0       0.059648              0      -0.083515              0       0.021454
      3215         0.2214              0       -0.08233              0       0.062334              0       -0.08233              0       0.028067
      3216        0.22397              0      -0.080115              0       0.064798              0      -0.080115              0       0.035064
      3217        0.22528              0      -0.076885              0       0.067028              0      -0.076885              0       0.042394
      3218        0.22537              0      -0.072669              0       0.069017              0      -0.072669              0       0.049998
      3219        0.22426              0      -0.067503              0       0.070755              0      -0.067503              0       0.057811
      3220          0.222              0      -0.061438              0       0.072235              0      -0.061438              0       0.065765
      3221        0.21864              0      -0.054531              0       0.073452              0      -0.054531              0       0.073783
      3222        0.21424              0      -0.046848              0       0.074399              0      -0.046848              0       0.081789
      3223        0.20886              0      -0.038467              0       0.075072              0      -0.038467              0         0.0897
      3224        0.20258              0      -0.029469              0       0.075468              0      -0.029469              0       0.097433
      3225        0.19548              0      -0.019944              0       0.075585              0      -0.019944              0         0.1049
      3226        0.18763              0     -0.0099896              0       0.075421              0     -0.0099896              0        0.11202
      3227        0.17912              0     0.00029486              0       0.074977              0     0.00029486              0        0.11871
      3228        0.17003              0       0.010804              0       0.074254              0       0.010804              0        0.12487
      3229        0.16047              0       0.021432              0       0.073254              0       0.021432              0        0.13044
      3230        0.15052              0       0.032068              0       0.071981              0       0.032068              0        0.13533
      3231        0.14027              0       0.042603              0       0.070438              0       0.042603              0        0.13947
      3232         0.1298              0       0.052928              0       0.068631              0       0.052928              0        0.14279
      3233        0.11921              0       0.062935              0       0.066567              0       0.062935              0        0.14523
      3234        0.10857              0       0.072519              0       0.064253              0       0.072519              0        0.14673
      3235       0.097972              0       0.081579              0       0.061698              0       0.081579              0        0.14725
      3236       0.087486              0       0.090019              0       0.058911              0       0.090019              0        0.14675
      3237       0.077181              0       0.097748              0       0.055903              0       0.097748              0        0.14518
      3238       0.067121              0        0.10468              0       0.052685              0        0.10468              0        0.14254
      3239       0.057362              0        0.11075              0       0.049269              0        0.11075              0        0.13882
      3240       0.047956              0        0.11587              0       0.045667              0        0.11587              0          0.134
      3241       0.038943              0        0.11999              0       0.041895              0        0.11999              0         0.1281
      3242        0.03036              0        0.12307              0       0.037965              0        0.12307              0        0.12113
      3243       0.022233              0        0.12506              0       0.033893              0        0.12506              0        0.11314
      3244       0.014581              0        0.12593              0       0.029695              0        0.12593              0        0.10414
      3245       0.007415              0        0.12566              0       0.025385              0        0.12566              0       0.094205
      3246     0.00073831              0        0.12425              0       0.020981              0        0.12425              0        0.08338
      3247     -0.0054536              0        0.12171              0       0.016499              0        0.12171              0       0.071737
      3248      -0.011173              0        0.11803              0       0.011955              0        0.11803              0       0.059353
      3249      -0.016438              0        0.11326              0      0.0073685              0        0.11326              0       0.046314
      3250      -0.021275              0        0.10743              0      0.0027551              0        0.10743              0       0.032711
      3251      -0.025714              0        0.10058              0     -0.0018676              0        0.10058              0       0.018644
      3252      -0.029794              0       0.092763              0      -0.006482              0       0.092763              0      0.0042184
      3253      -0.033555              0       0.084054              0      -0.011071              0       0.084054              0      -0.010456
      3254      -0.037042              0       0.074523              0      -0.015617              0       0.074523              0      -0.025267
      3255      -0.040305              0       0.064253              0      -0.020104              0       0.064253              0      -0.040096
      3256      -0.043395              0        0.05333              0      -0.024515              0        0.05333              0      -0.054826
      3257      -0.046363              0       0.041852              0      -0.028833              0       0.041852              0      -0.069338
      3258      -0.049263              0       0.029918              0      -0.033043              0       0.029918              0      -0.083514
      3259      -0.052149              0       0.017633              0       -0.03713              0       0.017633              0      -0.097237
      3260      -0.055071              0      0.0051047              0      -0.041077              0      0.0051047              0       -0.11039
      3261      -0.058079              0     -0.0075564              0      -0.044872              0     -0.0075564              0       -0.12287
      3262       -0.06122              0      -0.020239              0        -0.0485              0      -0.020239              0       -0.13457
      3263      -0.064538              0      -0.032831              0      -0.051948              0      -0.032831              0       -0.14539
      3264      -0.068072              0      -0.045222              0      -0.055204              0      -0.045222              0       -0.15523
      3265      -0.071855              0      -0.057304              0      -0.058257              0      -0.057304              0       -0.16402
      3266      -0.075916              0       -0.06897              0      -0.061095              0       -0.06897              0       -0.17168
      3267      -0.080276              0      -0.080119              0      -0.063709              0      -0.080119              0       -0.17813
      3268       -0.08495              0      -0.090655              0      -0.066091              0      -0.090655              0       -0.18334
      3269      -0.089946              0       -0.10049              0      -0.068231              0       -0.10049              0       -0.18724
      3270      -0.095264              0       -0.10953              0      -0.070122              0       -0.10953              0        -0.1898
      3271        -0.1009              0        -0.1177              0      -0.071759              0        -0.1177              0       -0.19101
      3272       -0.10683              0       -0.12495              0      -0.073135              0       -0.12495              0       -0.19086
      3273       -0.11304              0        -0.1312              0      -0.074247              0        -0.1312              0       -0.18933
      3274       -0.11949              0        -0.1364              0      -0.075092              0        -0.1364              0       -0.18646
      3275       -0.12615              0       -0.14052              0      -0.075666              0       -0.14052              0       -0.18225
      3276       -0.13296              0       -0.14352              0      -0.075969              0       -0.14352              0       -0.17676
      3277       -0.13988              0       -0.14539              0      -0.075999              0       -0.14539              0       -0.17002
      3278       -0.14685              0       -0.14611              0      -0.075759              0       -0.14611              0        -0.1621
      3279        -0.1538              0       -0.14568              0      -0.075248              0       -0.14568              0       -0.15306
      3280       -0.16065              0       -0.14412              0       -0.07447              0       -0.14412              0       -0.14299
      3281       -0.16733              0       -0.14144              0      -0.073427              0       -0.14144              0       -0.13198
      3282       -0.17376              0       -0.13768              0      -0.072125              0       -0.13768              0       -0.12011
      3283       -0.17986              0       -0.13288              0      -0.070568              0       -0.13288              0       -0.10749
      3284       -0.18554              0       -0.12708              0      -0.068763              0       -0.12708              0      -0.094243
      3285       -0.19072              0       -0.12034              0      -0.066716              0       -0.12034              0      -0.080471
      3286        -0.1953              0       -0.11273              0      -0.064434              0       -0.11273              0      -0.066297
      3287        -0.1992              0       -0.10432              0      -0.061928              0       -0.10432              0      -0.051844
      3288       -0.20234              0      -0.095196              0      -0.059205              0      -0.095196              0      -0.037235
      3289       -0.20464              0      -0.085435              0      -0.056275              0      -0.085435              0      -0.022596
      3290       -0.20601              0       -0.07513              0       -0.05315              0       -0.07513              0     -0.0080504
      3291       -0.20638              0      -0.064374              0      -0.049841              0      -0.064374              0      0.0062783
      3292        -0.2057              0      -0.053264              0      -0.046359              0      -0.053264              0       0.020271
      3293       -0.20389              0      -0.041899              0      -0.042717              0      -0.041899              0       0.033811
      3294       -0.20091              0      -0.030378              0      -0.038928              0      -0.030378              0       0.046789
      3295       -0.19671              0      -0.018801              0      -0.035005              0      -0.018801              0       0.059101
      3296       -0.19125              0     -0.0072667              0      -0.030962              0     -0.0072667              0       0.070647
      3297       -0.18451              0      0.0041273              0      -0.026813              0      0.0041273              0       0.081341
      3298       -0.17649              0       0.015287              0      -0.022573              0       0.015287              0       0.091101
      3299       -0.16716              0       0.026121              0      -0.018257              0       0.026121              0       0.099856
      3300       -0.15655              0       0.036543              0       -0.01388              0       0.036543              0        0.10755
      3301       -0.14466              0       0.046472              0     -0.0094567              0       0.046472              0        0.11412
      3302       -0.13154              0       0.055832              0      -0.005003              0       0.055832              0        0.11955
      3303       -0.11722              0       0.064555              0    -0.00053431              0       0.064555              0        0.12379
      3304       -0.10176              0       0.072578              0      0.0039337              0       0.072578              0        0.12684
      3305      -0.085226              0       0.079847              0      0.0083855              0       0.079847              0        0.12869
      3306      -0.067691              0       0.086316              0       0.012806              0       0.086316              0        0.12935
      3307      -0.049247              0       0.091947              0       0.017178              0       0.091947              0        0.12884
      3308      -0.029989              0       0.096709              0       0.021489              0       0.096709              0        0.12719
      3309      -0.010026              0        0.10058              0       0.025722              0        0.10058              0        0.12444
      3310       0.010525              0        0.10356              0       0.029862              0        0.10356              0        0.12065
      3311       0.031541              0        0.10563              0       0.033895              0        0.10563              0        0.11588
      3312        0.05289              0         0.1068              0       0.037807              0         0.1068              0         0.1102
      3313       0.074435              0        0.10708              0       0.041585              0        0.10708              0        0.10369
      3314       0.096035              0         0.1065              0       0.045213              0         0.1065              0       0.096432
      3315        0.11754              0        0.10509              0        0.04868              0        0.10509              0       0.088528
      3316        0.13881              0        0.10288              0       0.051974              0        0.10288              0       0.080076
      3317        0.15969              0       0.099917              0       0.055082              0       0.099917              0       0.071177
      3318        0.18003              0       0.096251              0       0.057993              0       0.096251              0        0.06194
      3319        0.19968              0       0.091936              0       0.060696              0       0.091936              0       0.052473
      3320        0.21849              0       0.087034              0       0.063183              0       0.087034              0       0.042887
      3321        0.23634              0        0.08161              0       0.065442              0        0.08161              0       0.033292
      3322        0.25307              0       0.075732              0       0.067467              0       0.075732              0       0.023798
      3323        0.26856              0        0.06947              0        0.06925              0        0.06947              0       0.014509
      3324        0.28268              0       0.062898              0       0.070783              0       0.062898              0      0.0055302
      3325        0.29533              0        0.05609              0       0.072062              0        0.05609              0     -0.0030411
      3326        0.30639              0        0.04912              0        0.07308              0        0.04912              0      -0.011112
      3327        0.31578              0       0.042063              0       0.073834              0       0.042063              0      -0.018596
      3328        0.32341              0       0.034991              0       0.074321              0       0.034991              0      -0.025415
      3329        0.32921              0       0.027975              0       0.074538              0       0.027975              0      -0.031498
      3330        0.33313              0       0.021084              0       0.074484              0       0.021084              0      -0.036784
      3331        0.33512              0       0.014383              0        0.07416              0       0.014383              0      -0.041221
      3332        0.33515              0      0.0079327              0       0.073566              0      0.0079327              0      -0.044767
      3333        0.33321              0      0.0017898              0       0.072703              0      0.0017898              0      -0.047391
      3334        0.32931              0     -0.0039942              0       0.071574              0     -0.0039942              0      -0.049072
      3335        0.32345              0     -0.0093731              0       0.070184              0     -0.0093731              0      -0.049801
      3336        0.31567              0      -0.014307              0       0.068537              0      -0.014307              0      -0.049579
      3337        0.30601              0      -0.018761              0       0.066639              0      -0.018761              0      -0.048418
      3338        0.29453              0      -0.022708              0       0.064496              0      -0.022708              0      -0.046343
      3339         0.2813              0      -0.026127              0       0.062117              0      -0.026127              0      -0.043387
      3340        0.26641              0      -0.029003              0        0.05951              0      -0.029003              0      -0.039595
      3341        0.24995              0       -0.03133              0       0.056684              0       -0.03133              0      -0.035019
      3342        0.23204              0      -0.033105              0        0.05365              0      -0.033105              0      -0.029722
      3343         0.2128              0      -0.034334              0        0.05042              0      -0.034334              0      -0.023777
      3344        0.19235              0      -0.035029              0       0.047005              0      -0.035029              0      -0.017261
      3345        0.17084              0      -0.035208              0       0.043418              0      -0.035208              0      -0.010259
      3346        0.14842              0      -0.034894              0       0.039673              0      -0.034894              0     -0.0028638
      3347        0.12523              0      -0.034116              0       0.035785              0      -0.034116              0      0.0048296
      3348        0.10144              0      -0.032908              0       0.031768              0      -0.032908              0       0.012721
      3349       0.077204              0      -0.031309              0       0.027637              0      -0.031309              0       0.020709
      3350       0.052695              0      -0.029359              0       0.023408              0      -0.029359              0       0.028688
      3351       0.028076              0      -0.027105              0       0.019099              0      -0.027105              0       0.036556
      3352       0.003513              0      -0.024594              0       0.014725              0      -0.024594              0       0.044207
      3353      -0.020829              0      -0.021877              0       0.010303              0      -0.021877              0        0.05154
      3354       -0.04479              0      -0.019005              0      0.0058519              0      -0.019005              0       0.058457
      3355      -0.068211              0       -0.01603              0      0.0013876              0       -0.01603              0       0.064862
      3356      -0.090942              0      -0.013005              0     -0.0030719              0      -0.013005              0       0.070666
      3357       -0.11284              0     -0.0099815              0     -0.0075093              0     -0.0099815              0       0.075784
      3358       -0.13376              0     -0.0070109              0      -0.011907              0     -0.0070109              0       0.080141
      3359       -0.15358              0     -0.0041421              0      -0.016248              0     -0.0041421              0       0.083665
      3360       -0.17218              0     -0.0014219              0      -0.020514              0     -0.0014219              0       0.086299
      3361       -0.18945              0      0.0011057              0      -0.024691              0      0.0011057              0       0.087989
      3362        -0.2053              0         0.0034              0       -0.02876              0         0.0034              0       0.088694
      3363       -0.21964              0      0.0054241              0      -0.032706              0      0.0054241              0       0.088383
      3364        -0.2324              0      0.0071454              0      -0.036514              0      0.0071454              0       0.087036
      3365       -0.24353              0      0.0085359              0      -0.040169              0      0.0085359              0       0.084642
      3366       -0.25297              0      0.0095722              0      -0.043656              0      0.0095722              0       0.081204
      3367        -0.2607              0       0.010236              0      -0.046963              0       0.010236              0       0.076734
      3368        -0.2667              0       0.010515              0      -0.050077              0       0.010515              0       0.071254
      3369       -0.27097              0       0.010402              0      -0.052986              0       0.010402              0       0.064801
      3370       -0.27352              0      0.0098945              0      -0.055679              0      0.0098945              0       0.057418
      3371       -0.27436              0       0.008996              0      -0.058147              0       0.008996              0       0.049162
      3372       -0.27355              0      0.0077153              0       -0.06038              0      0.0077153              0       0.040096
      3373       -0.27112              0      0.0060666              0       -0.06237              0      0.0060666              0       0.030294
      3374       -0.26713              0      0.0040689              0      -0.064111              0      0.0040689              0       0.019839
      3375       -0.26166              0      0.0017461              0      -0.065596              0      0.0017461              0      0.0088193
      3376       -0.25479              0    -0.00087358              0      -0.066822              0    -0.00087358              0     -0.0026678
      3377        -0.2466              0     -0.0037578              0      -0.067785              0     -0.0037578              0      -0.014521
      3378        -0.2372              0     -0.0068705              0      -0.068482              0     -0.0068705              0      -0.026633
      3379       -0.22669              0      -0.010172              0      -0.068912              0      -0.010172              0      -0.038894
      3380       -0.21519              0      -0.013622              0      -0.069076              0      -0.013622              0      -0.051191
