%        w           SZ11           SZ12           SZ13           SZ21           SZ22           SZ23           SZ31           SZ32           SZ33
      3255       0.080701              0       -0.16629              0     -0.0076636              0       -0.16629              0       -0.11081
      3256       0.087229              0       -0.17331              0     -0.0096113              0       -0.17331              0       -0.12529
      3257       0.092777              0       -0.17874              0       -0.01152              0       -0.17874              0       -0.13864
      3258       0.097241              0       -0.18251              0      -0.013383              0       -0.18251              0       -0.15074
      3259        0.10053              0       -0.18457              0      -0.015192              0       -0.18457              0       -0.16146
      3260        0.10256              0        -0.1849              0      -0.016941              0        -0.1849              0        -0.1707
      3261        0.10327              0       -0.18348              0      -0.018623              0       -0.18348              0       -0.17835
      3262         0.1026              0       -0.18031              0      -0.020233              0       -0.18031              0       -0.18434
      3263        0.10052              0       -0.17541              0      -0.021764              0       -0.17541              0       -0.18861
      3264          0.097              0       -0.16883              0       -0.02321              0       -0.16883              0        -0.1911
      3265       0.092042              0       -0.16061              0      -0.024566              0       -0.16061              0       -0.19179
      3266       0.085654              0       -0.15082              0      -0.025827              0       -0.15082              0       -0.19066
      3267       0.077867              0       -0.13956              0      -0.026989              0       -0.13956              0       -0.18773
      3268       0.068723              0       -0.12692              0      -0.028047              0       -0.12692              0       -0.18302
      3269       0.058285              0       -0.11301              0      -0.028998              0       -0.11301              0       -0.17657
      3270       0.046631              0      -0.097975              0      -0.029839              0      -0.097975              0       -0.16844
      3271       0.033854              0      -0.081946              0      -0.030565              0      -0.081946              0       -0.15872
      3272       0.020061              0      -0.065077              0      -0.031176              0      -0.065077              0        -0.1475
      3273      0.0053732              0       -0.04753              0      -0.031668              0       -0.04753              0       -0.13488
      3274      -0.010074              0      -0.029475              0      -0.032041              0      -0.029475              0       -0.12101
      3275      -0.026136              0      -0.011086              0      -0.032293              0      -0.011086              0         -0.106
      3276      -0.042657              0      0.0074566              0      -0.032423              0      0.0074566              0      -0.090022
      3277      -0.059472              0       0.025969              0      -0.032431              0       0.025969              0       -0.07323
      3278      -0.076413              0       0.044269              0      -0.032317              0       0.044269              0      -0.055796
      3279      -0.093302              0       0.062172              0      -0.032083              0       0.062172              0      -0.037898
      3280       -0.10996              0       0.079499              0      -0.031728              0       0.079499              0      -0.019718
      3281       -0.12621              0       0.096073              0      -0.031254              0       0.096073              0     -0.0014422
      3282       -0.14187              0        0.11173              0      -0.030664              0        0.11173              0       0.016741
      3283       -0.15676              0         0.1263              0      -0.029959              0         0.1263              0       0.034644
      3284       -0.17071              0        0.13963              0      -0.029143              0        0.13963              0       0.052081
      3285       -0.18355              0        0.15159              0      -0.028218              0        0.15159              0       0.068873
      3286       -0.19513              0        0.16205              0      -0.027189              0        0.16205              0       0.084845
      3287       -0.20529              0         0.1709              0      -0.026058              0         0.1709              0       0.099831
      3288        -0.2139              0        0.17803              0       -0.02483              0        0.17803              0        0.11367
      3289       -0.22084              0        0.18337              0       -0.02351              0        0.18337              0        0.12623
      3290       -0.22599              0        0.18685              0      -0.022103              0        0.18685              0        0.13737
      3291       -0.22927              0        0.18842              0      -0.020614              0        0.18842              0        0.14697
      3292       -0.23059              0        0.18807              0      -0.019049              0        0.18807              0        0.15493
      3293       -0.22991              0        0.18579              0      -0.017412              0        0.18579              0        0.16118
      3294       -0.22718              0        0.18158              0      -0.015711              0        0.18158              0        0.16564
      3295       -0.22238              0        0.17548              0      -0.013952              0        0.17548              0        0.16826
      3296       -0.21552              0        0.16753              0      -0.012141              0        0.16753              0        0.16902
      3297       -0.20662              0        0.15783              0      -0.010285              0        0.15783              0        0.16792
      3298       -0.19572              0        0.14643              0     -0.0083903              0        0.14643              0        0.16496
      3299       -0.18289              0        0.13347              0     -0.0064648              0        0.13347              0        0.16017
      3300       -0.16821              0        0.11906              0     -0.0045151              0        0.11906              0        0.15361
      3301       -0.15178              0        0.10333              0     -0.0025487              0        0.10333              0        0.14535
      3302       -0.13373              0       0.086443              0    -0.00057277              0       0.086443              0        0.13548
      3303       -0.11419              0       0.068565              0      0.0014052              0       0.068565              0         0.1241
      3304      -0.093321              0       0.049871              0       0.003378              0       0.049871              0        0.11134
      3305      -0.071295              0       0.030549              0       0.005338              0       0.030549              0       0.097331
      3306      -0.048295              0       0.010792              0       0.007278              0       0.010792              0       0.082235
      3307      -0.024517              0     -0.0091988              0      0.0091906              0     -0.0091988              0       0.066213
      3308    -0.00016857              0      -0.029219              0       0.011069              0      -0.029219              0       0.049442
      3309       0.024537              0      -0.049064              0       0.012905              0      -0.049064              0       0.032106
      3310       0.049379              0      -0.068526              0       0.014692              0      -0.068526              0       0.014397
      3311       0.074134              0      -0.087404              0       0.016424              0      -0.087404              0     -0.0034877
      3312       0.098575              0        -0.1055              0       0.018094              0        -0.1055              0       -0.02135
      3313        0.12248              0       -0.12262              0       0.019695              0       -0.12262              0      -0.038989
      3314        0.14562              0       -0.13857              0       0.021221              0       -0.13857              0      -0.056208
      3315        0.16778              0        -0.1532              0       0.022667              0        -0.1532              0      -0.072809
      3316        0.18875              0       -0.16633              0       0.024026              0       -0.16633              0      -0.088605
      3317        0.20833              0       -0.17782              0       0.025293              0       -0.17782              0       -0.10341
      3318        0.22633              0       -0.18754              0       0.026463              0       -0.18754              0       -0.11706
      3319        0.24258              0       -0.19538              0       0.027532              0       -0.19538              0        -0.1294
      3320        0.25691              0       -0.20123              0       0.028495              0       -0.20123              0       -0.14026
      3321        0.26918              0       -0.20502              0       0.029348              0       -0.20502              0       -0.14953
      3322        0.27926              0       -0.20671              0       0.030088              0       -0.20671              0       -0.15709
      3323        0.28706              0       -0.20624              0       0.030712              0       -0.20624              0       -0.16284
      3324        0.29247              0       -0.20361              0       0.031217              0       -0.20361              0       -0.16671
      3325        0.29546              0       -0.19883              0         0.0316              0       -0.19883              0       -0.16863
      3326        0.29596              0       -0.19193              0       0.031861              0       -0.19193              0       -0.16857
      3327        0.29397              0       -0.18296              0       0.031998              0       -0.18296              0       -0.16651
      3328         0.2895              0         -0.172              0        0.03201              0         -0.172              0       -0.16247
      3329        0.28257              0       -0.15914              0       0.031897              0       -0.15914              0       -0.15646
      3330        0.27325              0       -0.14449              0        0.03166              0       -0.14449              0       -0.14854
      3331         0.2616              0        -0.1282              0       0.031298              0        -0.1282              0       -0.13878
      3332        0.24773              0       -0.11041              0       0.030814              0       -0.11041              0       -0.12727
      3333        0.23177              0      -0.091292              0       0.030209              0      -0.091292              0       -0.11412
      3334        0.21384              0      -0.071031              0       0.029485              0      -0.071031              0      -0.099457
      3335        0.19413              0      -0.049822              0       0.028645              0      -0.049822              0      -0.083434
      3336        0.17279              0      -0.027875              0       0.027693              0      -0.027875              0      -0.066211
      3337        0.15004              0     -0.0054054              0       0.026632              0     -0.0054054              0      -0.047967
      3338        0.12607              0       0.017362              0       0.025466              0       0.017362              0       -0.02889
      3339        0.10112              0       0.040198              0       0.024201              0       0.040198              0     -0.0091822
      3340       0.075401              0       0.062871              0        0.02284              0       0.062871              0       0.010948
      3341       0.049166              0       0.085149              0        0.02139              0       0.085149              0       0.031284
      3342       0.022655              0         0.1068              0       0.019856              0         0.1068              0       0.051607
      3343     -0.0038841              0        0.12761              0       0.018245              0        0.12761              0       0.071694
      3344      -0.030205              0        0.14734              0       0.016563              0        0.14734              0       0.091325
      3345      -0.056061              0         0.1658              0       0.014818              0         0.1658              0        0.11028
      3346      -0.081213              0        0.18279              0       0.013016              0        0.18279              0        0.12835
      3347       -0.10542              0        0.19811              0       0.011164              0        0.19811              0        0.14532
      3348       -0.12847              0         0.2116              0       0.009271              0         0.2116              0        0.16101
      3349       -0.15014              0        0.22311              0      0.0073443              0        0.22311              0        0.17522
      3350       -0.17024              0         0.2325              0      0.0053919              0         0.2325              0        0.18779
      3351       -0.18857              0        0.23967              0       0.003422              0        0.23967              0        0.19855
      3352       -0.20497              0        0.24451              0      0.0014428              0        0.24451              0        0.20739
      3353        -0.2193              0        0.24696              0    -0.00053751              0        0.24696              0        0.21417
      3354       -0.23143              0        0.24697              0     -0.0025106              0        0.24697              0         0.2188
      3355       -0.24125              0        0.24453              0     -0.0044682              0        0.24453              0         0.2212
      3356       -0.24868              0        0.23963              0     -0.0064023              0        0.23963              0        0.22133
      3357       -0.25367              0         0.2323              0     -0.0083046              0         0.2323              0        0.21914
      3358       -0.25618              0         0.2226              0      -0.010167              0         0.2226              0        0.21465
      3359       -0.25621              0         0.2106              0      -0.011983              0         0.2106              0        0.20786
      3360       -0.25377              0        0.19639              0      -0.013743              0        0.19639              0        0.19882
      3361        -0.2489              0        0.18011              0      -0.015441              0        0.18011              0        0.18759
      3362       -0.24167              0         0.1619              0       -0.01707              0         0.1619              0        0.17427
      3363       -0.23217              0        0.14192              0      -0.018624              0        0.14192              0        0.15896
      3364       -0.22051              0        0.12036              0      -0.020095              0        0.12036              0        0.14181
      3365       -0.20683              0       0.097414              0      -0.021477              0       0.097414              0        0.12296
      3366       -0.19129              0         0.0733              0      -0.022767              0         0.0733              0         0.1026
      3367       -0.17405              0       0.048249              0      -0.023957              0       0.048249              0       0.080905
      3368        -0.1553              0       0.022499              0      -0.025044              0       0.022499              0       0.058089
      3369       -0.13526              0     -0.0036988              0      -0.026023              0     -0.0036988              0       0.034369
      3370       -0.11414              0       -0.03009              0      -0.026891              0       -0.03009              0      0.0099777
      3371      -0.092164              0      -0.056417              0      -0.027644              0      -0.056417              0      -0.014846
      3372      -0.069577              0      -0.082418              0       -0.02828              0      -0.082418              0      -0.039856
      3373      -0.046618              0       -0.10784              0      -0.028797              0       -0.10784              0      -0.064801
      3374      -0.023534              0       -0.13242              0      -0.029193              0       -0.13242              0       -0.08943
      3375    -0.00057093              0       -0.15591              0      -0.029467              0       -0.15591              0       -0.11349
      3376       0.022026              0       -0.17808              0      -0.029619              0       -0.17808              0       -0.13674
      3377       0.044017              0        -0.1987              0      -0.029648              0        -0.1987              0       -0.15893
      3378       0.065169              0       -0.21755              0      -0.029555              0       -0.21755              0       -0.17984
      3379       0.085258              0       -0.23445              0      -0.029342              0       -0.23445              0       -0.19924
      3380        0.10407              0        -0.2492              0       -0.02901              0        -0.2492              0       -0.21692
      3381        0.12141              0       -0.26165              0      -0.028561              0       -0.26165              0        -0.2327
      3382         0.1371              0       -0.27167              0      -0.027999              0       -0.27167              0        -0.2464
      3383        0.15097              0       -0.27914              0      -0.027325              0       -0.27914              0       -0.25787
      3384        0.16288              0       -0.28397              0      -0.026545              0       -0.28397              0       -0.26697
      3385        0.17271              0        -0.2861              0      -0.025661              0        -0.2861              0       -0.27359
      3386        0.18035              0       -0.28549              0      -0.024679              0       -0.28549              0       -0.27766
      3387        0.18574              0       -0.28213              0      -0.023604              0       -0.28213              0        -0.2791
      3388        0.18881              0       -0.27604              0       -0.02244              0       -0.27604              0       -0.27789
      3389        0.18955              0       -0.26727              0      -0.021194              0       -0.26727              0       -0.27402
      3390        0.18795              0       -0.25587              0      -0.019872              0       -0.25587              0        -0.2675
      3391        0.18404              0       -0.24196              0      -0.018479              0       -0.24196              0       -0.25839
      3392        0.17787              0       -0.22564              0      -0.017023              0       -0.22564              0       -0.24675
      3393         0.1695              0       -0.20708              0      -0.015509              0       -0.20708              0       -0.23268
      3394        0.15905              0       -0.18644              0      -0.013946              0       -0.18644              0       -0.21631
      3395        0.14664              0       -0.16391              0      -0.012339              0       -0.16391              0       -0.19777
      3396         0.1324              0       -0.13969              0      -0.010697              0       -0.13969              0       -0.17725
      3397         0.1165              0       -0.11403              0     -0.0090265              0       -0.11403              0       -0.15492
      3398       0.099118              0      -0.087161              0     -0.0073345              0      -0.087161              0         -0.131
      3399       0.080463              0      -0.059342              0     -0.0056287              0      -0.059342              0       -0.10571
      3400       0.060742              0       -0.03084              0     -0.0039162              0       -0.03084              0      -0.079301
      3401       0.040183              0     -0.0019305              0     -0.0022043              0     -0.0019305              0      -0.052014
      3402        0.01902              0       0.027105              0    -0.00050018              0       0.027105              0      -0.024116
      3403     -0.0025024              0       0.055985              0      0.0011892              0       0.055985              0      0.0041234
      3404      -0.024138              0       0.084426              0       0.002857              0       0.084426              0       0.032429
      3405      -0.045636              0        0.11215              0      0.0044965              0        0.11215              0       0.060525
      3406      -0.066747              0        0.13888              0      0.0061013              0        0.13888              0       0.088135
      3407      -0.087225              0        0.16435              0      0.0076651              0        0.16435              0        0.11499
      3408       -0.10683              0        0.18831              0      0.0091819              0        0.18831              0        0.14082
      3409       -0.12533              0        0.21053              0       0.010646              0        0.21053              0        0.16537
      3410        -0.1425              0        0.23076              0       0.012052              0        0.23076              0         0.1884
      3411       -0.15815              0        0.24883              0       0.013395              0        0.24883              0        0.20967
      3412       -0.17206              0        0.26453              0       0.014671              0        0.26453              0        0.22898
      3413       -0.18408              0         0.2777              0       0.015874              0         0.2777              0        0.24613
      3414       -0.19405              0        0.28822              0          0.017              0        0.28822              0        0.26094
      3415       -0.20183              0        0.29597              0       0.018047              0        0.29597              0        0.27327
      3416       -0.20732              0        0.30087              0       0.019011              0        0.30087              0        0.28299
      3417       -0.21043              0        0.30285              0        0.01989              0        0.30285              0           0.29
      3418        -0.2111              0         0.3019              0       0.020679              0         0.3019              0        0.29422
      3419        -0.2093              0        0.29802              0       0.021379              0        0.29802              0        0.29562
      3420       -0.20502              0        0.29123              0       0.021986              0        0.29123              0        0.29416
      3421       -0.19828              0         0.2816              0         0.0225              0         0.2816              0        0.28987
      3422       -0.18913              0        0.26921              0       0.022919              0        0.26921              0        0.28277
      3423       -0.17765              0        0.25419              0       0.023245              0        0.25419              0        0.27295
      3424       -0.16392              0        0.23666              0       0.023475              0        0.23666              0        0.26049
      3425       -0.14808              0         0.2168              0       0.023611              0         0.2168              0        0.24551
      3426       -0.13028              0        0.19481              0       0.023654              0        0.19481              0        0.22816
      3427       -0.11067              0        0.17089              0       0.023603              0        0.17089              0        0.20862
      3428      -0.089465              0        0.14527              0       0.023462              0        0.14527              0        0.18707
      3429       -0.06686              0        0.11821              0        0.02323              0        0.11821              0        0.16373
      3430      -0.043085              0       0.089976              0       0.022912              0       0.089976              0        0.13883
      3431       -0.01838              0       0.060836              0       0.022508              0       0.060836              0        0.11262
      3432      0.0070024              0       0.031081              0       0.022021              0       0.031081              0       0.085358
      3433         0.0328              0      0.0010042              0       0.021455              0      0.0010042              0       0.057317
      3434       0.058744              0      -0.029096              0       0.020812              0      -0.029096              0       0.028779
      3435       0.084563              0      -0.058921              0       0.020097              0      -0.058921              0     2.7995e-05
      3436        0.10998              0      -0.088176              0       0.019312              0      -0.088176              0      -0.028647
      3437        0.13473              0       -0.11657              0       0.018461              0       -0.11657              0      -0.056959
      3438        0.15855              0       -0.14381              0       0.017549              0       -0.14381              0      -0.084623
      3439        0.18116              0       -0.16964              0       0.016579              0       -0.16964              0       -0.11136
      3440        0.20234              0       -0.19379              0       0.015557              0       -0.19379              0       -0.13691
      3441        0.22183              0       -0.21602              0       0.014486              0       -0.21602              0       -0.16101
      3442        0.23941              0        -0.2361              0       0.013371              0        -0.2361              0       -0.18341
      3443         0.2549              0       -0.25384              0       0.012217              0       -0.25384              0        -0.2039
      3444        0.26809              0       -0.26905              0       0.011029              0       -0.26905              0       -0.22226
      3445        0.27884              0       -0.28157              0      0.0098113              0       -0.28157              0       -0.23832
      3446          0.287              0       -0.29129              0      0.0085689              0       -0.29129              0       -0.25191
      3447        0.29247              0       -0.29809              0      0.0073069              0       -0.29809              0        -0.2629
      3448        0.29515              0       -0.30191              0      0.0060302              0       -0.30191              0       -0.27117
      3449          0.295              0       -0.30271              0      0.0047437              0       -0.30271              0       -0.27666
      3450        0.29198              0       -0.30046              0      0.0034524              0       -0.30046              0       -0.27929
      3451        0.28609              0        -0.2952              0      0.0021611              0        -0.2952              0       -0.27906
      3452        0.27737              0       -0.28698              0     0.00087472              0       -0.28698              0       -0.27596
      3453        0.26587              0       -0.27586              0    -0.00040195              0       -0.27586              0       -0.27003
      3454        0.25168              0       -0.26196              0     -0.0016642              0       -0.26196              0       -0.26134
      3455        0.23491              0       -0.24541              0     -0.0029075              0       -0.24541              0       -0.24997
      3456        0.21572              0       -0.22638              0     -0.0041273              0       -0.22638              0       -0.23604
      3457        0.19425              0       -0.20506              0     -0.0053191              0       -0.20506              0       -0.21971
      3458        0.17071              0       -0.18166              0     -0.0064788              0       -0.18166              0       -0.20114
      3459        0.14532              0       -0.15641              0     -0.0076022              0       -0.15641              0       -0.18053
      3460        0.11829              0       -0.12956              0     -0.0086853              0       -0.12956              0       -0.15808
      3461       0.089894              0       -0.10139              0     -0.0097244              0       -0.10139              0       -0.13404
      3462       0.060387              0      -0.072171              0      -0.010716              0      -0.072171              0       -0.10866
      3463       0.030051              0        -0.0422              0      -0.011656              0        -0.0422              0      -0.082187
      3464    -0.00082305              0       -0.01178              0      -0.012542              0       -0.01178              0      -0.054913
      3465       -0.03194              0       0.018783              0      -0.013371              0       0.018783              0      -0.027115
      3466      -0.062998              0        0.04918              0      -0.014139              0        0.04918              0     0.00091669
      3467      -0.093696              0       0.079104              0      -0.014845              0       0.079104              0       0.028891
      3468       -0.12373              0        0.10825              0      -0.015486              0        0.10825              0       0.056516
      3469       -0.15282              0        0.13633              0      -0.016059              0        0.13633              0       0.083504
      3470       -0.18066              0        0.16304              0      -0.016563              0        0.16304              0        0.10958
      3471       -0.20698              0        0.18813              0      -0.016997              0        0.18813              0        0.13446
      3472       -0.23153              0        0.21133              0      -0.017359              0        0.21133              0        0.15789
      3473       -0.25405              0         0.2324              0      -0.017648              0         0.2324              0        0.17963
      3474       -0.27431              0        0.25113              0      -0.017863              0        0.25113              0        0.19945
      3475       -0.29212              0        0.26732              0      -0.018004              0        0.26732              0        0.21714
      3476       -0.30729              0        0.28082              0      -0.018071              0        0.28082              0        0.23252
      3477       -0.31966              0        0.29146              0      -0.018063              0        0.29146              0        0.24543
      3478       -0.32911              0        0.29915              0      -0.017981              0        0.29915              0        0.25572
      3479       -0.33553              0         0.3038              0      -0.017826              0         0.3038              0         0.2633
      3480       -0.33885              0        0.30535              0      -0.017598              0        0.30535              0        0.26807
      3481       -0.33904              0         0.3038              0        -0.0173              0         0.3038              0           0.27
      3482       -0.33607              0        0.29913              0      -0.016931              0        0.29913              0        0.26905
      3483       -0.32997              0        0.29141              0      -0.016495              0        0.29141              0        0.26524
      3484       -0.32079              0        0.28069              0      -0.015993              0        0.28069              0         0.2586
      3485       -0.30862              0        0.26709              0      -0.015428              0        0.26709              0        0.24921
      3486       -0.29356              0        0.25074              0      -0.014803              0        0.25074              0        0.23715
      3487       -0.27576              0        0.23179              0      -0.014119              0        0.23179              0        0.22254
      3488       -0.25538              0        0.21044              0      -0.013381              0        0.21044              0        0.20555
      3489       -0.23262              0        0.18689              0      -0.012591              0        0.18689              0        0.18635
      3490       -0.20769              0        0.16138              0      -0.011754              0        0.16138              0        0.16513
      3491       -0.18083              0        0.13417              0      -0.010873              0        0.13417              0        0.14212
      3492        -0.1523              0        0.10553              0     -0.0099527              0        0.10553              0        0.11755
      3493       -0.12238              0       0.075748              0     -0.0089964              0       0.075748              0       0.091683
      3494      -0.091351              0       0.045119              0      -0.008009              0       0.045119              0       0.064783
      3495      -0.059517              0       0.013955              0      -0.006995              0       0.013955              0       0.037132
      3496      -0.027186              0      -0.017429              0      -0.005959              0      -0.017429              0      0.0090186
      3497      0.0053292              0      -0.048715              0     -0.0049057              0      -0.048715              0      -0.019263
      3498       0.037713              0      -0.079586              0     -0.0038401              0      -0.079586              0      -0.047417
      3499        0.06965              0       -0.10973              0     -0.0027672              0       -0.10973              0      -0.075148
      3500        0.10083              0       -0.13883              0     -0.0016917              0       -0.13883              0       -0.10217
      3501        0.13095              0       -0.16661              0    -0.00061886              0       -0.16661              0       -0.12819
      3502        0.15973              0       -0.19276              0     0.00044644              0       -0.19276              0       -0.15294
      3503        0.18687              0       -0.21703              0      0.0014992              0       -0.21703              0       -0.17615
      3504        0.21212              0       -0.23916              0      0.0025345              0       -0.23916              0       -0.19759
      3505        0.23523              0       -0.25892              0      0.0035476              0       -0.25892              0       -0.21702
      3506        0.25599              0       -0.27611              0      0.0045336              0       -0.27611              0       -0.23424
      3507        0.27419              0       -0.29056              0      0.0054879              0       -0.29056              0       -0.24906
      3508        0.28966              0       -0.30209              0      0.0064061              0       -0.30209              0       -0.26132
      3509        0.30225              0       -0.31061              0       0.007284              0       -0.31061              0       -0.27089
      3510        0.31185              0         -0.316              0      0.0081173              0         -0.316              0       -0.27767
      3511        0.31837              0       -0.31821              0      0.0089022              0       -0.31821              0       -0.28157
      3512        0.32175              0        -0.3172              0      0.0096351              0        -0.3172              0       -0.28255
      3513        0.32197              0       -0.31299              0       0.010313              0       -0.31299              0       -0.28059
      3514        0.31903              0        -0.3056              0       0.010932              0        -0.3056              0        -0.2757
      3515        0.31297              0       -0.29511              0       0.011489              0       -0.29511              0       -0.26794
      3516        0.30387              0       -0.28161              0       0.011983              0       -0.28161              0       -0.25737
      3517        0.29181              0       -0.26523              0       0.012412              0       -0.26523              0       -0.24409
      3518        0.27693              0       -0.24613              0       0.012772              0       -0.24613              0       -0.22824
      3519        0.25939              0       -0.22449              0       0.013063              0       -0.22449              0       -0.20998
      3520        0.23936              0       -0.20053              0       0.013284              0       -0.20053              0       -0.18948
      3521        0.21706              0       -0.17449              0       0.013435              0       -0.17449              0       -0.16696
      3522        0.19272              0       -0.14661              0       0.013514              0       -0.14661              0       -0.14264
      3523        0.16658              0       -0.11718              0       0.013521              0       -0.11718              0       -0.11677
      3524        0.13892              0      -0.086498              0       0.013459              0      -0.086498              0      -0.089618
      3525        0.11002              0      -0.054858              0       0.013326              0      -0.054858              0      -0.061452
      3526       0.080168              0       -0.02258              0       0.013124              0       -0.02258              0      -0.032564
      3527       0.049673              0       0.010012              0       0.012855              0       0.010012              0     -0.0032508
      3528       0.018844              0       0.042593              0       0.012522              0       0.042593              0       0.026187
      3529      -0.012008              0       0.074833              0       0.012125              0       0.074833              0       0.055447
      3530       -0.04257              0        0.10641              0       0.011668              0        0.10641              0       0.084228
      3531      -0.072535              0          0.137              0       0.011153              0          0.137              0        0.11223
      3532        -0.1016              0         0.1663              0       0.010585              0         0.1663              0        0.13917
      3533       -0.12948              0        0.19402              0      0.0099662              0        0.19402              0        0.16477
      3534       -0.15588              0        0.21986              0      0.0093007              0        0.21986              0        0.18875
      3535       -0.18056              0        0.24357              0      0.0085928              0        0.24357              0        0.21088
      3536       -0.20326              0         0.2649              0      0.0078466              0         0.2649              0        0.23091
      3537       -0.22375              0        0.28364              0      0.0070667              0        0.28364              0        0.24864
      3538       -0.24185              0        0.29959              0      0.0062577              0        0.29959              0        0.26389
      3539       -0.25737              0        0.31259              0      0.0054246              0        0.31259              0         0.2765
      3540       -0.27015              0         0.3225              0      0.0045723              0         0.3225              0        0.28632
      3541        -0.2801              0        0.32922              0      0.0037058              0        0.32922              0        0.29325
      3542        -0.2871              0        0.33267              0      0.0028301              0        0.33267              0        0.29723
      3543        -0.2911              0        0.33281              0      0.0019505              0        0.33281              0        0.29819
      3544       -0.29206              0        0.32964              0      0.0010721              0        0.32964              0        0.29613
      3545          -0.29              0        0.32318              0     0.00019987              0        0.32318              0        0.29107
      3546       -0.28493              0        0.31348              0    -0.00066107              0        0.31348              0        0.28304
      3547       -0.27693              0        0.30065              0     -0.0015058              0        0.30065              0        0.27213
      3548       -0.26609              0        0.28479              0     -0.0023295              0        0.28479              0        0.25845
      3549       -0.25252              0        0.26607              0     -0.0031276              0        0.26607              0        0.24212
      3550       -0.23637              0        0.24467              0     -0.0038955              0        0.24467              0        0.22332
      3551       -0.21783              0         0.2208              0      -0.004629              0         0.2208              0        0.20222
      3552       -0.19708              0        0.19468              0      -0.005324              0        0.19468              0        0.17905
      3553       -0.17436              0        0.16658              0     -0.0059767              0        0.16658              0        0.15403
      3554       -0.14991              0        0.13678              0     -0.0065836              0        0.13678              0        0.12742
      3555       -0.12397              0        0.10557              0     -0.0071415              0        0.10557              0       0.099487
      3556      -0.096829              0       0.073248              0     -0.0076475              0       0.073248              0       0.070513
      3557      -0.068769              0       0.040148              0     -0.0080989              0       0.040148              0       0.040791
      3558      -0.040083              0      0.0065942              0     -0.0084936              0      0.0065942              0       0.010623
      3559      -0.011071              0       -0.02708              0     -0.0088296              0       -0.02708              0      -0.019684
      3560       0.017965              0      -0.060539              0     -0.0091055              0      -0.060539              0      -0.049823
      3561       0.046724              0       -0.09345              0       -0.00932              0       -0.09345              0      -0.079486
      3562       0.074907              0       -0.12549              0     -0.0094724              0       -0.12549              0       -0.10837
      3563        0.10222              0       -0.15632              0     -0.0095622              0       -0.15632              0       -0.13619
